#rnd_rate,wrt_rate,io_size,1_iops,device,cpu
0.4,0,0.03125,0.0001879611,1,0.125825
0.4,0,0.0625,0.0025188917,0,0.026125
0.4,0,0.0625,0.0002599259,1,0.111725
0.4,0,0.125,0.003021148,0,0.024625
0.4,0,0.125,0.0003721623,1,0.06795
0.4,0,0.25,0.0041710115,0,0.02405
0.4,0,0.25,0.0006363347,1,0.062925
0.4,0,0.5,0.005952381,0,0.0173
0.4,0,0.5,0.0012353305,1,0.08515
0.4,0,1,0.0097323601,0,0.01395
0.4,0,1,0.0022038567,1,0.059175
0.4,0.2,0.001953125,0.0090909091,0,0.006775
0.4,0.2,0.001953125,0.000109553,1,0.1531
0.4,0.2,0.00390625,0.0099009901,0,0.0063
0.4,0.2,0.00390625,0.0001202935,1,0.171825
0.4,0.2,0.0078125,0.010230179,0,0.005325
0.4,0.2,0.0078125,0.0001438073,1,0.158725
0.4,0.2,0.015625,0.0117302053,0,0.004725
0.4,0.2,0.015625,0.0001901683,1,0.1389
0.4,0.2,0.03125,0.014084507,0,0.004175
0.4,0.2,0.03125,0.0002613354,1,0.105525
0.4,0.2,0.0625,0.0162601626,0,0.003775
0.4,0.2,0.0625,0.0003673095,1,0.1056
0.4,0.2,0.125,0.0176211454,0,0.003925
0.4,0.2,0.125,0.0005011275,1,0.078675
0.4,0.2,0.25,0.018018018,0,0.004975
0.4,0.2,0.25,0.0008453085,1,0.06075
0.4,0.2,0.5,0.0181818182,0,0.0039
0.4,0.2,0.5,0.0014577259,1,0.0756
0.4,0.2,1,0.0099255583,0,0.01435
0.4,0.2,1,0.0025094103,1,0.060025
0.4,0.4,0.001953125,0.0068376068,0,0.0099
0.4,0.4,0.001953125,0.000105031,1,0.181725
0.4,0.4,0.00390625,0.006504065,0,0.009525
0.4,0.4,0.00390625,0.0001083101,1,0.1742
0.4,0.4,0.0078125,0.0039408867,0,0.01465
0.4,0.4,0.0078125,0.0001388648,1,0.151775
0.4,0.4,0.015625,0.0040650407,0,0.0146
0.4,0.4,0.015625,0.0002023677,1,0.117675
0.4,0.4,0.03125,0.0042060988,0,0.01445
0.4,0.4,0.03125,0.0002964061,1,0.11635
0.4,0.4,0.0625,0.0042194093,0,0.01695
0.4,0.4,0.0625,0.0004235045,1,0.084875
0.4,0.4,0.125,0.0045248869,0,0.017775
0.4,0.4,0.125,0.0006197707,1,0.07265
0.4,0.4,0.25,0.0050890585,0,0.01875
0.4,0.4,0.25,0.0009130336,1,0.060425
0.4,0.4,0.5,0.0057471264,0,0.007525
0.4,0.4,0.5,0.0015879317,1,0.06945
0.4,0.4,1,0.0082644628,0,0.012225
0.4,0.4,1,0.00276434,1,0.05455
0.4,0.6,0.001953125,0.0086956522,0,0.00625
0.4,0.6,0.001953125,9.2368086826E-05,1,0.208475
0.4,0.6,0.00390625,0.0064935065,0,0.008425
0.4,0.6,0.00390625,9.83888820563E-05,1,0.20735
0.4,0.6,0.0078125,0.0055020633,0,0.00935
0.4,0.6,0.0078125,0.0001285141,1,0.1547
0.4,0.6,0.015625,0.0056818182,0,0.0101
0.4,0.6,0.015625,0.000198334,1,0.1216
0.4,0.6,0.03125,0.0056737589,0,0.01055
0.4,0.6,0.03125,0.0003023889,1,0.091425
0.4,0.6,0.0625,0.0052356021,0,0.012475
0.4,0.6,0.0625,0.0003905869,1,0.074675
0.4,0.6,0.125,0.0043620502,0,0.019425
0.4,0.6,0.125,0.0005903188,1,0.0784
0.4,0.6,0.25,0.0045300113,0,0.02245
0.4,0.6,0.25,0.0009229349,1,0.062275
0.4,0.6,0.5,0.00625,0,0.018975
0.4,0.6,0.5,0.0016427105,1,0.0656
0.4,0.6,1,0.0103626943,0,0.015625
0.4,0.6,1,0.0028129395,1,0.05005
0.4,0.8,0.001953125,0.0066666667,0,0.0066
0.4,0.8,0.001953125,7.1734724987E-05,1,0.2432
0.4,0.8,0.00390625,0.0039408867,0,0.0116
0.4,0.8,0.00390625,7.54973387188E-05,1,0.2379
0.4,0.8,0.0078125,0.0033085194,0,0.01355
0.4,0.8,0.0078125,0.0001033966,1,0.1818
0.4,0.8,0.015625,0.0032102729,0,0.014475
0.4,0.8,0.015625,0.0001627604,1,0.144925
0.4,0.8,0.03125,0.0028735632,0,0.018225
0.4,0.8,0.03125,0.0002461993,1,0.113025
0.4,0.8,0.0625,0.0029717682,0,0.0214
0.4,0.8,0.0625,0.0003432887,1,0.119725
0.4,0.8,0.125,0.0034542314,0,0.022025
0.4,0.8,0.125,0.0005387931,1,0.0692
0.4,0.8,0.25,0.0022701476,0,0.023075
0.4,0.8,0.25,0.0008970621,1,0.0641
0.4,0.8,0.5,0.0032921811,0,0.0208
0.4,0.8,0.5,0.0015829046,1,0.06635
0.4,0.8,1,0.0079207921,0,0.013775
0.4,0.8,1,0.0027586207,1,0.045425
0.4,1,0.001953125,0.0035304501,0,0.011125
0.4,1,0.001953125,0.00003586,1,0.364025
0.4,1,0.00390625,0.001344086,0,0.02985
0.4,1,0.00390625,3.9022486708E-05,1,0.35305
0.4,1,0.0078125,0.001356392,0,0.031125
0.4,1,0.0078125,4.87662147664E-05,1,0.31495
0.4,1,0.015625,0.0014450867,0,0.030125
0.4,1,0.015625,6.62635633231E-05,1,0.246325
0.4,1,0.03125,0.001221374,0,0.049575
0.4,1,0.03125,0.0001054936,1,0.201675
0.4,1,0.0625,0.0014652015,0,0.0436
0.4,1,0.0625,0.000193977,1,0.188775
0.4,1,0.125,0.0017398869,0,0.037975
0.4,1,0.125,0.0003159308,1,0.108925
0.4,1,0.25,0.0022766079,0,0.03845
0.4,1,0.25,0.0006084576,1,0.07575
0.4,1,0.5,0.0019743337,0,0.0353
0.4,1,0.5,0.0012395414,1,0.105125
0.4,1,1,0.007079646,0,0.01495
0.4,1,1,0.0022560632,1,0.055725
0.6,0,0.001953125,0.0031372549,0,0.022875
0.6,0,0.001953125,0.000109493,1,0.112625
0.6,0,0.00390625,0.0031080031,0,0.02425
0.6,0,0.00390625,0.0001207766,1,0.139975
0.6,0,0.0078125,0.0031201248,0,0.01965
0.6,0,0.0078125,0.0001302804,1,0.136875
0.6,0,0.015625,0.0031104199,0,0.017225
0.6,0,0.015625,0.0001514176,1,0.132925
0.6,0,0.03125,0.0032546786,0,0.018975
0.6,0,0.03125,0.000191525,1,0.135975
0.6,0,0.0625,0.0034782609,0,0.019225
0.6,0,0.0625,0.0002426448,1,0.06415
0.6,0,0.125,0.0039721946,0,0.01925
0.6,0,0.125,0.00038786,1,0.08875
0.6,0,0.25,0.0050697085,0,0.020025
0.6,0,0.25,0.000635829,1,0.058725
0.6,0,0.5,0.0067911715,0,0.016225
0.6,0,0.5,0.0012410797,1,0.08675
0.6,0,1,0.0111111111,0,0.013075
0.6,0,1,0.0022087245,1,0.06125
0.6,0.2,0.001953125,0.0088105727,0,0.006925
0.6,0.2,0.001953125,0.0001157106,1,0.176875
0.6,0.2,0.00390625,0.0087719298,0,0.007
0.6,0.2,0.00390625,0.0001178134,1,0.16375
0.6,0.2,0.0078125,0.0094117647,0,0.005875
0.6,0.2,0.0078125,0.0001448121,1,0.1686
0.6,0.2,0.015625,0.0107816712,0,0.005275
0.6,0.2,0.015625,0.0001889288,1,0.130975
0.6,0.2,0.03125,0.0121580547,0,0.004775
0.6,0.2,0.03125,0.0002523819,1,0.1099
0.6,0.2,0.0625,0.0150943396,0,0.004175
0.6,0.2,0.0625,0.0003557137,1,0.086775
0.6,0.2,0.125,0.0162601626,0,0.0043
0.6,0.2,0.125,0.0005247278,1,0.0715
0.6,0.2,0.25,0.0165975104,0,0.00525
0.6,0.2,0.25,0.0008762322,1,0.05415
0.6,0.2,0.5,0.0075901328,0,0.0156
0.6,0.2,0.5,0.0014657384,1,0.0719
0.6,0.2,1,0.0107816712,0,0.014975
0.6,0.2,1,0.0025526484,1,0.059075
0.6,0.4,0.001953125,0.0066225166,0,0.01045
0.6,0.4,0.001953125,0.0001064991,1,0.18875
0.6,0.4,0.00390625,0.0051480051,0,0.01465
0.6,0.4,0.00390625,0.0001129114,1,0.1916
0.6,0.4,0.0078125,0.0043620502,0,0.01285
0.6,0.4,0.0078125,0.0001413577,1,0.156675
0.6,0.4,0.015625,0.0043383948,0,0.01415
0.6,0.4,0.015625,0.0002031798,1,0.1353
0.6,0.4,0.03125,0.0045402951,0,0.0141
0.6,0.4,0.03125,0.0002939231,1,0.104125
0.6,0.4,0.0625,0.0045714286,0,0.01535
0.6,0.4,0.0625,0.0004071247,1,0.0988
0.6,0.4,0.125,0.0047114252,0,0.0171
0.6,0.4,0.125,0.000554785,1,0.066075
0.6,0.4,0.25,0.0052700922,0,0.01905
0.6,0.4,0.25,0.000922722,1,0.0553
0.6,0.4,0.5,0.0070175439,0,0.0187
0.6,0.4,0.5,0.0015735641,1,0.073275
0.6,0.4,1,0.0112359551,0,0.01525
0.6,0.4,1,0.0027681661,1,0.0526
0.6,0.6,0.001953125,0.0095238095,0,0.005725
0.6,0.6,0.001953125,9.1407678245E-05,1,0.195125
0.6,0.6,0.00390625,0.0061349693,0,0.009
0.6,0.6,0.00390625,9.53357008366E-05,1,0.19445
0.6,0.6,0.0078125,0.0056179775,0,0.009275
0.6,0.6,0.0078125,0.0001281723,1,0.147325
0.6,0.6,0.015625,0.0052840159,0,0.010125
0.6,0.6,0.015625,0.0001915709,1,0.1089
0.6,0.6,0.03125,0.004842615,0,0.011875
0.6,0.6,0.03125,0.0002900022,1,0.10885
0.6,0.6,0.0625,0.0041797283,0,0.0162
0.6,0.6,0.0625,0.0004303852,1,0.0857
0.6,0.6,0.125,0.0042872454,0,0.02015
0.6,0.6,0.125,0.0006576784,1,0.07495
0.6,0.6,0.25,0.0048780488,0,0.0202
0.6,0.6,0.25,0.0009530617,1,0.0604
0.6,0.6,0.5,0.006514658,0,0.017975
0.6,0.6,0.5,0.0016406891,1,0.067275
0.6,0.6,1,0.0108108108,0,0.01445
0.6,0.6,1,0.0028129395,1,0.05175
0.6,0.8,0.001953125,0.0082644628,0,0.0055
0.6,0.8,0.001953125,6.84439273125E-05,1,0.209025
0.6,0.8,0.00390625,0.003992016,0,0.01205
0.6,0.8,0.00390625,7.18790993549E-05,1,0.21645
0.6,0.8,0.0078125,0.0037735849,0,0.0131
0.6,0.8,0.0078125,0.0001011608,1,0.16675
0.6,0.8,0.015625,0.003868472,0,0.0128
0.6,0.8,0.015625,0.0001594388,1,0.147925
0.6,0.8,0.03125,0.0035366932,0,0.0153
0.6,0.8,0.03125,0.000254696,1,0.096925
0.6,0.8,0.0625,0.0031796502,0,0.020625
0.6,0.8,0.0625,0.0003985255,1,0.081575
0.6,0.8,0.125,0.0034812881,0,0.0215
0.6,0.8,0.125,0.0005590496,1,0.070375
0.6,0.8,0.25,0.0038277512,0,0.024
0.6,0.8,0.25,0.0009041591,1,0.0608
0.6,0.8,0.5,0.0056497175,0,0.0196
0.6,0.8,0.5,0.0015594542,1,0.078875
0.6,0.8,1,0.0101010101,0,0.016525
0.6,0.8,1,0.0028030834,1,0.052025
0.6,1,0.001953125,0.0061068702,0,0.00755
0.6,1,0.001953125,3.57356632986E-05,1,0.353625
0.6,1,0.00390625,0.0019258546,0,0.025075
0.6,1,0.00390625,0.000039198,1,0.3526
0.6,1,0.0078125,0.0019212296,0,0.0266
0.6,1,0.0078125,4.73714752662E-05,1,0.313175
0.6,1,0.015625,0.0019426906,0,0.027275
0.6,1,0.015625,6.90631582582E-05,1,0.230275
0.6,1,0.03125,0.0019772615,0,0.02935
0.6,1,0.03125,0.0001010535,1,0.18395
0.6,1,0.0625,0.0016618197,0,0.044675
0.6,1,0.0625,0.0001905397,1,0.1752
0.6,1,0.125,0.0020418581,0,0.03675
0.6,1,0.125,0.0003237032,1,0.12335
0.6,1,0.25,0.0030395137,0,0.031075
0.6,1,0.25,0.0005942653,1,0.077825
0.6,1,0.5,0.0043956044,0,0.0243
0.6,1,0.5,0.0012070006,1,0.080575
0.6,1,1,0.0076628352,0,0.0203
0.6,1,1,0.0022284123,1,0.063025
0.8,0,0.001953125,0.0039840637,0,0.014
0.8,0,0.001953125,0.0001146493,1,0.133275
0.8,0,0.00390625,0.0039840637,0,0.01385
0.8,0,0.00390625,0.0001182802,1,0.122875
0.8,0,0.0078125,0.0039840637,0,0.01265
0.8,0,0.0078125,0.000130736,1,0.1298
0.8,0,0.015625,0.0039447732,0,0.013375
0.8,0,0.015625,0.0001505684,1,0.133925
0.8,0,0.03125,0.0039254171,0,0.01405
0.8,0,0.03125,0.0001899696,1,0.145225
0.8,0,0.0625,0.004048583,0,0.015225
0.8,0,0.0625,0.0002640961,1,0.113625
0.8,0,0.125,0.0048899756,0,0.014575
0.8,0,0.125,0.0003860631,1,0.07885
0.8,0,0.25,0.0059701493,0,0.01595
0.8,0,0.25,0.0006508298,1,0.071075
0.8,0,0.5,0.0082135524,0,0.01345
0.8,0,0.5,0.0012380068,1,0.0911
0.8,0,1,0.0120481928,0,0.0117
0.8,0,1,0.0022038567,1,0.0523
0.8,0.2,0.001953125,0.0085470085,0,0.0071
0.8,0.2,0.001953125,0.0001148336,1,0.17325
0.8,0.2,0.00390625,0.0088888889,0,0.00695
0.8,0.2,0.00390625,0.0001204674,1,0.17525
0.8,0.2,0.0078125,0.0100250627,0,0.0055
0.8,0.2,0.0078125,0.0001419446,1,0.15705
0.8,0.2,0.015625,0.0117302053,0,0.0048
0.8,0.2,0.015625,0.0001890895,1,0.138375
0.8,0.2,0.03125,0.0138408304,0,0.00425
0.8,0.2,0.03125,0.000251699,1,0.106375
0.8,0.2,0.0625,0.0168776371,0,0.003825
0.8,0.2,0.0625,0.0003626473,1,0.120675
0.8,0.2,0.125,0.0203045685,0,0.003475
0.8,0.2,0.125,0.0005166624,1,0.081175
0.8,0.2,0.25,0.0213903743,0,0.003975
0.8,0.2,0.25,0.00081616,1,0.0599
0.8,0.2,0.5,0.0187793427,0,0.00575
0.8,0.2,0.5,0.0014858841,1,0.0656
0.8,0.2,1,0.0122324159,0,0.01275
0.8,0.2,1,0.0025031289,1,0.054225
0.8,0.4,0.001953125,0.01,0,0.005925
0.8,0.4,0.001953125,0.0001057418,1,0.186425
0.8,0.4,0.00390625,0.0076923077,0,0.0078
0.8,0.4,0.00390625,0.0001096071,1,0.196625
0.8,0.4,0.0078125,0.0076775432,0,0.0072
0.8,0.4,0.0078125,0.0001427756,1,0.16855
0.8,0.4,0.015625,0.007797271,0,0.00735
0.8,0.4,0.015625,0.0001995012,1,0.126275
0.8,0.4,0.03125,0.0076775432,0,0.0079
0.8,0.4,0.03125,0.000290339,1,0.11385
0.8,0.4,0.0625,0.0064620355,0,0.0103
0.8,0.4,0.0625,0.0004195071,1,0.10535
0.8,0.4,0.125,0.0052015605,0,0.015475
0.8,0.4,0.125,0.0006281407,1,0.065875
0.8,0.4,0.25,0.0062305296,0,0.014275
0.8,0.4,0.25,0.0009350164,1,0.061625
0.8,0.4,0.5,0.0079365079,0,0.01615
0.8,0.4,0.5,0.0015822785,1,0.0586
0.8,0.4,1,0.012012012,0,0.012975
0.8,0.4,1,0.0027567195,1,0.0528
0.8,0.6,0.001953125,0.0105263158,0,0.00525
