0,0,0.001953125,2.99928766918E-05,1,0.388575,0.3688202034,0.1376886971
0,0,0.00390625,3.40052198012E-05,1,0.3758,0.3542801095,0.1375523458
0,0,0.0078125,0.000041383,1,0.3072,0.3275476011,0.1372799245
0,0,0.015625,5.76352266505E-05,1,0.2318,0.2686511007,0.1367344314
0,0,0.03125,9.34557603794E-05,1,0.184875,0.1901612837,0.135642004
0,0,0.0625,0.0001593054,1,0.1222,0.144186792,0.1334596661
0,0,0.125,0.0002797203,1,0.0642,0.1018705928,0.1290998947
0,0,0.25,0.0005291005,1,0.056325,0.0776161789,0.1203766358
0,0,0.5,0.0011108026,1,0.07225,0.0645020136,0.1028940705
0,0,1,0.0020964361,1,0.064575,0.0601178601,0.0680062014
0,0.2,0.001953125,0.0001065445,1,0.186775,0.1750297698,0.1442690268
0,0.2,0.00390625,0.0001108371,1,0.168625,0.1696873213,0.1441325537
0,0.2,0.0078125,0.000135888,1,0.170675,0.1534942866,0.1438524514
0,0.2,0.015625,0.0001780151,1,0.143575,0.1385351236,0.1432957127
0,0.2,0.03125,0.0002272211,1,0.110175,0.1211338985,0.1421974678
0,0.2,0.0625,0.0003203075,1,0.103325,0.0985571469,0.1400032925
0,0.2,0.125,0.0004843201,1,0.079975,0.0823883285,0.135624573
0,0.2,0.25,0.0008041817,1,0.062275,0.0663719757,0.126870682
0,0.2,0.5,0.0014492754,1,0.0726,0.062651496,0.1093605659
0,0.2,1,0.0024630542,1,0.0489,0.057984848,0.0744604644
0,0.4,0.001953125,0.0001089265,1,0.1726,0.1735999527,0.1508815915
0,0.4,0.00390625,0.0001113617,1,0.1571,0.1705785514,0.1507459257
0,0.4,0.0078125,0.0001447126,1,0.159325,0.1518894336,0.1504622161
0,0.4,0.015625,0.0001956947,1,0.141475,0.1337677866,0.149901629
0,0.4,0.03125,0.0002520955,1,0.1172,0.1137969909,0.1488002571
0,0.4,0.0625,0.000360848,1,0.10045,0.095937084,0.1465992731
0,0.4,0.125,0.0005447365,1,0.077925,0.0777254038,0.1422119152
0,0.4,0.25,0.0009101251,1,0.059175,0.0668553558,0.1334382376
0,0.4,0.5,0.0015860428,1,0.0696,0.062825495,0.115914725
0,0.4,1,0.0027322404,1,0.053275,0.0568297596,0.0809570726
0,0.6,0.001953125,9.72478848585E-05,1,0.198525,0.1897401348,0.1575002672
0,0.6,0.00390625,0.0001047779,1,0.201225,0.1803523021,0.1573623871
