#rnd_rate,wrt_rate,io_size,1_iops,device,cpu,OLS,MARS
0.4,0.6,0.125,0.0043620502,0,0.019425,0.0353886611,0.0143257359
0.4,0.6,0.125,0.0005903188,1,0.0784,0.1395429046,0.075088305
0.4,0.6,0.25,0.0045300113,0,0.02245,0.026700788,0.0155014527
0.4,0.6,0.25,0.0009229349,1,0.062275,0.1307834703,0.0690147677
0.4,0.6,0.5,0.00625,0,0.018975,0.0087235085,0.017077809
0.4,0.6,0.5,0.0016427105,1,0.0656,0.1132408965,0.0643311399
0.4,0.6,1,0.0103626943,0,0.015625,-0.0275234219,0.0198538002
0.4,0.6,1,0.0028129395,1,0.05005,0.0782727997,0.0576666169
0.4,0.8,0.001953125,0.0066666667,0,0.0066,0.0494809124,0.0136030879
0.4,0.8,0.001953125,7.1734724987E-05,1,0.2432,0.1548621555,0.2200584308
0.4,0.8,0.00390625,0.0039408867,0,0.0116,0.0505309643,0.0151493649
0.4,0.8,0.00390625,7.54973387188E-05,1,0.2379,0.1547259128,0.2153127428
0.4,0.8,0.0078125,0.0033085194,0,0.01355,0.0505365845,0.0204630468
0.4,0.8,0.0078125,0.0001033966,1,0.1818,0.1544445726,0.182868633
0.4,0.8,0.015625,0.0032102729,0,0.014475,0.0500408541,0.0215283434
0.4,0.8,0.015625,0.0001627604,1,0.144925,0.1538803426,0.1476074049
0.4,0.8,0.03125,0.0028735632,0,0.018225,0.0491103331,0.0250660544
0.4,0.8,0.03125,0.0002461993,1,0.113025,0.1527672196,0.1138662866
0.4,0.8,0.0625,0.0029717682,0,0.0214,0.0469139332,0.0243979798
0.4,0.8,0.0625,0.0003432887,1,0.119725,0.1505713045,0.103487165
0.4,0.8,0.125,0.0034542314,0,0.022025,0.0423968109,0.0201911943
0.4,0.8,0.125,0.0005387931,1,0.0692,0.1461788983,0.0825828795
0.4,0.8,0.25,0.0022701476,0,0.023075,0.0342965541,0.0333436299
0.4,0.8,0.25,0.0008970621,1,0.0641,0.1374083149,0.0710922817
0.4,0.8,0.5,0.0032921811,0,0.0208,0.0166226151,0.0256267466
0.4,0.8,0.5,0.0015829046,1,0.06635,0.1198804889,0.0667491826
0.4,0.8,1,0.0079207921,0,0.013775,-0.0198485394,0.0230391374
0.4,0.8,1,0.0027586207,1,0.045425,0.0849100074,0.0600295958
0.4,1,0.001953125,0.0035304501,0,0.011125,0.0574575528,0.0199942525
0.4,1,0.001953125,0.00003586,1,0.364025,0.1614913472,0.3575275642
0.4,1,0.00390625,0.001344086,0,0.02985,0.0582731677,0.0419549563
0.4,1,0.00390625,3.9022486708E-05,1,0.35305,0.1613553653,0.345589141
0.4,1,0.0078125,0.001356392,0,0.031125,0.0579986045,0.0418711423
0.4,1,0.0078125,4.87662147664E-05,1,0.31495,0.1610819157,0.3087853953
0.4,1,0.015625,0.0014450867,0,0.030125,0.0574216269,0.0410604235
0.4,1,0.015625,6.62635633231E-05,1,0.246325,0.1605358814,0.2427029889
0.4,1,0.03125,0.001221374,0,0.049575,0.056441996,0.0434641735
0.4,1,0.03125,0.0001054936,1,0.201675,0.1594419722,0.1824829971
0.4,1,0.0625,0.0014652015,0,0.0436,0.0541823067,0.0413347311
