0;0;0.001953125;0.000036076;0;0.299575;0.3236169632;0.0351710533
0;0;0.00390625;4.35255712731E-05;0;0.319075;0.2966025109;0.0350332082
0;0;0.0078125;6.42776795758E-05;0;0.2177;0.2213319107;0.0347549742
0;0;0.015625;0.0001287208;0;0.14155;0.1314670096;0.0341885367
0;0;0.03125;0.000257119;0;0.098475;0.085783157;0.0330558738
0;0;0.0625;0.000514271;0;0.0675;0.0539483284;0.0307903934
0;0;0.125;0.0010309278;0;0.05825;0.0380459287;0.0262584102
0;0;0.25;0.0020639835;0;0.0491;0.0290543116;0.0171945557
0;0;0.5;0.004127967;0;0.0237;0.0138009762;-0.0009322283
0;0;1;0.0082815735;0;0.01575;0.0170242288;-0.0371969397
0;0.2;0.001953125;0.0005504335;0;0.0387;0.0511111834;0.0415611068
0;0.2;0.00390625;0.0095238095;0;0.00505;0.006913196;0.0375265535
0;0.2;0.0078125;0.0116618076;0;0.0037;0.0057798631;0.0363281369
0;0.2;0.015625;0.0138408304;0;0.003425;0.0046669937;0.0348426756
0;0.2;0.03125;0.016064257;0;0.0034;0.0036157653;0.0327994861
0;0.2;0.0625;0.0183486239;0;0.0034;0.0027031516;0.0296529518
0;0.2;0.125;0.0196078431;0;0.0035;0.0026988852;0.0247982413
0;0.2;0.25;0.0209424084;0;0.003775;0.0033417432;0.0156033469
0;0.2;0.5;0.0203045685;0;0.005125;0.0064470205;-0.0013491896
0;0.2;1;0.0195121951;0;0.00835;0.0123916502;-0.0354643138
0;0.4;0.001953125;0.0006928807;0;0.033675;0.0431767319;0.0481127974
0;0.4;0.00390625;0.0067567568;0;0.0063;0.0099824178;0.0453427506
0;0.4;0.0078125;0.0074074074;0;0.005525;0.0096674531;0.0447907546
0;0.4;0.015625;0.0074211503;0;0.006475;0.0097459642;0.044246352
0;0.4;0.03125;0.0074766355;0;0.007525;0.0098875804;0.0431453781
0;0.4;0.0625;0.0063897764;0;0.010675;0.0108298827;0.0414640224
0;0.4;0.125;0.0039564787;0;0.019675;0.0128573129;0.0382141277
0;0.4;0.25;0.0044296788;0;0.02265;0.0139741113;0.0293935938
0;0.4;0.5;0.0059347181;0;0.020775;0.0159003336;0.0115097342
0;0.4;1;0.0097087379;0;0.0176;0.0193324424;-0.0245900039
0;0.6;0.001953125;0.0007886435;0;0.031325;0.0437622939;0.0546847777
0;0.6;0.00390625;0.0048019208;0;0.00855;0.0126047416;0.0528059478
0;0.6;0.0078125;0.0047505938;0;0.0086;0.0126760191;0.0525590403
0;0.6;0.015625;0.0038797284;0;0.0122;0.0132412593;0.0523991
0;0.6;0.03125;0.0032154341;0;0.01765;0.0197273696;0.0516109516
0;0.6;0.0625;0.0029455081;0;0.022875;0.0227809073;0.0495745462
0;0.6;0.125;0.0037878788;0;0.02165;0.0150146139;0.0449010034
0;0.6;0.25;0.0042964554;0;0.0257;0.0155941475;0.0360650944
0;0.6;0.5;0.0061068702;0;0.02225;0.017352346;0.0180485146
0;0.6;1;0.0101522843;0;0.014925;0.0206351283;-0.0181691749
0;0.8;0.001953125;0.0009496676;0;0.02635;0.0436928291;0.0612283945
0;0.8;0.00390625;0.0030349014;0;0.01245;0.0227848562;0.0601875174
0;0.8;0.0078125;0.0026455026;0;0.014525;0.0267362874;0.0600875403
0;0.8;0.015625;0.0017628911;0;0.0234;0.0356811318;0.059932705
0;0.8;0.03125;0.0018930431;0;0.027325;0.0345469422;0.0587992799
0;0.8;0.0625;0.0021470746;0;0.0283;0.0323415182;0.0565351558
0;0.8;0.125;0.00249066;0;0.029425;0.0295815327;0.0520783916
0;0.8;0.25;0.0035460993;0;0.024775;0.0203652513;0.0430048089
0;0.8;0.5;0.0055865922;0;0.021975;0.0191853474;0.0248882342
0;0.8;1;0.0103092784;0;0.016675;0.022095481;-0.0116238066
0;1;0.001953125;4.17667327973E-05;0;0.307375;0.3106978465;0.06823658
0;1;0.00390625;4.54674623473E-05;0;0.3138;0.2972886618;0.0681003642
0;1;0.0078125;6.3224113677E-05;0;0.2387;0.2328891864;0.0678234321
0;1;0.015625;0.0001253722;0;0.162875;0.1403966092;0.067257992
0;1;0.03125;0.0002522068;0;0.1159;0.0952711557;0.0661260087
0;1;0.0625;0.0005018821;0;0.0692;0.0629553496;0.0638637778
0;1;0.125;0.0010040161;0;0.062325;0.0460497121;0.0593381064
0;1;0.25;0.002020202;0;0.055175;0.0372274162;0.0502815837
0;1;0.5;0.0039880359;0;0.028875;0.0216116391;0.0321965876
