#seq;rnd_rate;wrt_rate;io_size;sys_cpu;usr_cpu;cpu_ctx;cpu_minf;cpu_majf;r_io_bytes;r_bw;r_bw_min;r_bw_max;r_bw_mean;r_bw_dev;r_iops;r_runtime;r_min_lat;r_max_lat;r_mean_lat;r_stddev_lat;w_io_bytes;w_bw;w_bw_min;w_bw_max;w_bw_mean;w_bw_dev;w_iops;w_runtime;w_min_lat;w_max_lat;w_mean_lat;w_stddev_lat
4;20;20;1024;1.71;0.0;149;6;0;120832;85940;77053;95626;86339.5;13133.09;83;1406;2345;45464;11019.16;6271.48;29696;21120;17929;28388;23158.5;7395.63;20;1406;2555;5294;3604.28;850.4
1;20;40;2;0.51;0.13;102487;7;0;122608;129;3;458;132.16;39.48;64;945737;46;907901;14850.49;25098.66;82192;86;2;238;88.44;31.63;43;945737;96;904585;843.24;13025.4
2;20;40;2;0.51;0.13;102505;7;0;122608;129;2;464;132.34;39.13;64;944729;46;827832;14777.35;23892.51;82192;87;2;242;88.44;31.14;43;944729;94;804407;927.87;14975.8
3;20;40;2;0.51;0.13;102493;7;0;122608;129;3;442;132.38;38.67;64;943401;47;860382;14725.2;23743.58;82192;87;2;239;88.63;31.05;43;943401;92;818415;973.58;15232.99
4;20;40;2;0.51;0.12;102511;7;0;122608;129;2;492;132.22;39.28;64;944265;49;892918;14823.82;24654.24;82192;87;5;260;88.48;31.37;43;944265;74;750200;847.38;12977.65
1;20;40;4;0.5;0.14;51241;7;0;122888;261;43;441;263.48;69.68;65;470032;57;1191454;14652.65;19047.61;81912;174;7;388;175.42;63.45;43;470032;117;390778;953.6;12322.53
2;20;40;4;0.51;0.14;51237;7;0;122888;260;23;439;261.93;71.75;65;472585;59;1191461;14695.76;18652.29;81912;173;7;380;174.43;64.3;43;472585;119;416065;1013.59;13123.8
3;20;40;4;0.51;0.13;51236;7;0;122888;259;36;461;261.84;70.69;64;473467;56;915523;14690.03;17943.73;81912;173;15;386;174.45;63.69;43;473467;120;416208;1065.29;13572.07
4;20;40;4;0.52;0.13;51240;7;0;122888;259;39;458;261.59;69.57;64;474027;96;414391;14766.69;18049.76;81912;172;2;403;173.95;64.24;43;474027;116;1344927;977.55;14648.62
1;20;40;8;0.52;0.13;25625;7;0;123272;568;10;904;573.1;155.35;71;216922;63;778575;13470.99;18829.67;81528;375;46;790;379.76;136.96;46;216922;129;440820;899.41;12310.21
2;20;40;8;0.52;0.11;25638;7;0;123272;571;77;888;577.15;146.09;71;215783;65;672957;13388.69;18388.57;81528;377;15;964;381.54;135.26;47;215783;128;350387;912.08;11736.69
3;20;40;8;0.5;0.14;25644;7;0;123272;568;91;924;573.08;152.12;71;216811;66;416636;13362.8;17267.67;81528;376;15;880;379.29;136.0;47;216811;120;538892;1052.33;14358.31
4;20;40;8;0.51;0.13;25629;7;0;123272;571;63;932;576.31;155.95;71;215811;99;592421;13416.19;19000.47;81528;377;15;774;380.56;137.73;47;215811;130;395961;873.44;11270.12
1;20;40;16;0.52;0.12;5880;7;0;57184;1101;399;1650;1121.57;271.45;68;51894;84;522183;13989.46;21240.03;36688;706;113;1349;718.99;268.61;44;51894;138;359411;808.38;10152.3
2;20;40;16;0.56;0.07;5879;8;0;57184;1129;318;1774;1152.41;301.47;70;50627;86;431813;13355.83;18406.97;36688;724;124;1264;740.73;254.29;45;50627;153;789145;1243.39;20282.53
3;20;40;16;0.59;0.07;5879;7;0;57184;1130;287;1739;1150.37;273.23;70;50576;88;382408;13502.62;17994.54;36688;725;209;1408;736.44;254.11;45;50576;152;516175;992.54;15040.54
4;20;40;16;0.48;0.18;5877;7;0;57184;1127;31;1732;1141.39;304.64;70;50734;115;508495;13668.3;20574.3;36688;723;95;1344;740.16;261.4;45;50734;155;605835;803.17;13046.76
1;20;40;32;0.46;0.12;5872;7;0;114272;1947;149;3168;1982.85;574.54;60;58675;149;761683;15407.43;21156.53;73376;1250;74;2539;1272.97;503.31;39;58675;187;447415;1575.82;19252.58
2;20;40;32;0.47;0.1;5874;7;0;114272;1969;351;2996;2011.19;566.59;61;58013;150;540488;15569.14;22613.49;73376;1264;58;2730;1280.95;536.16;39;58013;188;447933;1035.5;12724.56
3;20;40;32;0.49;0.08;5877;8;0;114272;1960;244;3392;1979.77;584.9;61;58288;150;430058;15419.01;20357.35;73376;1258;61;2708;1270.62;511.07;39;58288;187;557354;1389.02;17811.31
4;20;40;32;0.46;0.15;5877;7;0;114272;2008;171;3218;2040.07;596.16;62;56902;149;433647;14847.91;17946.16;73376;1289;228;2560;1319.36;474.96;40;56902;185;551839;1674.23;20938.09
1;20;40;64;0.5;0.16;3210;7;0;126272;3938;453;6677;4049.59;1189.24;61;32063;210;660001;15085.98;24194.62;78528;2449;226;4941;2513.42;1031.0;38;32063;264;475765;1854.5;22108.77
2;20;40;64;0.47;0.16;3214;7;0;126272;3901;474;7811;3999.17;1138.67;60;32364;212;507890;15594.8;24526.33;78528;2426;237;5543;2482.97;975.7;37;32364;264;469625;1281.66;17929.93
3;20;40;64;0.44;0.15;3209;7;0;126272;3725;364;6272;3852.87;1352.4;58;33893;213;947929;16014.77;28115.36;78528;2316;120;6059;2398.89;1107.66;36;33893;271;603082;1852.24;25005.92
4;20;40;64;0.5;0.11;3209;7;0;126272;3908;251;6984;4090.26;1333.56;61;32303;210;1139150;15455.84;33602.23;78528;2430;125;5875;2553.09;1078.64;37;32303;272;467327;1455.66;19343.32
1;20;40;128;0.66;0.03;1606;7;0;126848;8075;503;12774;8282.32;2715.31;63;15708;344;742359;15284.14;34425.96;77952;4962;167;9268;4938.11;2198.99;38;15708;417;103330;901.75;4256.62
2;20;40;128;0.56;0.12;1608;7;0;126848;7756;2903;12346;8168.72;2552.91;60;16353;338;671521;15499.96;29748.15;77952;4766;988;9053;4975.72;2144.88;37;16353;433;476370;1610.59;19383.38
3;20;40;128;0.51;0.19;1606;7;0;126848;7372;197;11752;7620.72;2621.19;57;17205;348;684529;16281.62;30306.79;77952;4530;395;7873;4587.44;1924.64;35;17205;415;636843;1737.39;25778.84
4;20;40;128;0.55;0.15;1605;7;0;126848;7868;222;13056;8083.55;3067.27;61;16122;336;503349;15339.19;29459.89;77952;4835;445;8960;4805.48;2253.52;37;16122;420;415432;1490.99;17132.66
1;20;40;256;0.72;0.36;289;7;0;47104;21075;17373;27592;21132.0;4821.42;82;2235;672;67051;11534.26;12045.24;26368;11797;4598;16351;10905.25;4942.26;46;2235;744;1979;1069.05;262.84
2;20;40;256;1.03;0.34;291;7;0;47104;20129;16592;21798;19240.75;2923.93;78;2340;687;122676;12075.89;14271.28;26368;11268;5688;14700;9882.5;4095.12;44;2340;761;1953;1118.5;297.77
3;20;40;256;0.85;0.34;290;6;0;47104;20018;18000;25147;20445.5;3289.92;78;2353;662;62943;12179.71;13192.64;26368;11206;7544;14194;10474.25;3168.13;43;2353;746;1915;1065.31;265.52
4;20;40;256;1.32;0.0;289;7;0;47104;31091;31554;32367;31960.5;574.88;121;1515;674;57049;7601.74;7980.6;26368;17404;11196;22559;16877.5;8034.85;67;1515;728;1894;1103.04;292.91
1;20;40;512;1.68;0.46;404;7;0;126976;48408;39619;59392;49554.8;9367.66;94;2623;1173;37111;9476.5;7282.98;77824;29669;21249;44032;29507.8;9154.45;57;2623;1265;3538;1772.34;391.96
2;20;40;512;1.62;0.29;403;6;0;126976;46785;36083;60175;47924.8;9600.85;91;2714;1172;46493;9853.85;8240.7;77824;28675;17408;43856;27990.2;10073.3;56;2714;1248;2881;1752.79;345.01
3;20;40;512;1.5;0.45;403;6;0;126976;47610;34677;59155;48681.2;9896.51;92;2667;1167;38725;9659.78;8087.32;77824;29180;17269;43856;28434.2;10277.88;56;2667;1250;2900;1761.6;349.04
4;20;40;512;2.16;0.0;404;7;0;126976;48874;40474;58113;49532.8;8217.8;95;2598;1199;37070;9377.86;7090.07;77824;29955;18432;39697;29441.2;7961.2;58;2598;1264;3073;1771.04;365.27
1;20;40;1024;1.74;0.0;138;6;0;82944;59973;54717;68790;61753.5;9951.11;58;1383;2378;70955;14687.37;11720.76;56320;40723;42992;45205;44098.5;1564.83;39;1383;2517;5365;3494.25;852.91
2;20;40;1024;1.17;0.0;138;6;0;82944;60498;52000;71680;61840.0;13915.86;59;1371;2321;70907;14559.62;12375.13;56320;41079;42000;47104;44552.0;3609.07;40;1371;2464;5352;3467.91;887.93
3;20;40;1024;1.19;0.0;139;6;0;82944;61852;53293;72282;62787.5;13427.25;60;1341;2298;70909;14195.26;11753.21;56320;41998;36163;52203;44183.0;11341.99;41;1341;2384;5362;3443.82;886.12
4;20;40;1024;0.88;0.29;139;6;0;82944;60454;52000;71680;61840.0;13915.86;59;1372;2369;70871;14559.02;12375.53;56320;41049;42000;47104;44552.0;3609.07;40;1372;2486;5326;3474.11;883.95
1;20;60;2;0.67;0.25;7320;7;0;5870;133;36;282;134.46;44.37;66;43966;48;366704;14175.84;21530.88;8754;199;42;359;201.61;66.38;99;43966;72;212154;528.62;5157.29
2;20;60;2;0.8;0.18;7318;7;0;5870;134;37;272;135.07;44.92;67;43736;54;323935;14074.38;20709.52;8754;200;46;381;201.89;65.65;100;43736;92;222707;543.74;5911.69
3;20;60;2;0.74;0.26;7321;7;0;5870;136;35;284;137.4;44.51;68;42884;50;386170;13821.12;19956.97;8754;204;55;371;204.93;64.97;102;42884;95;305039;519.07;5697.62
4;20;60;2;0.67;0.24;7324;7;0;5870;135;18;273;135.4;43.47;67;43428;48;383263;13895.48;20436.26;8754;201;65;381;202.55;64.45;100;43428;96;244099;593.78;6012.8
1;20;60;4;0.77;0.19;7317;7;0;11740;272;28;502;278.17;94.28;68;43143;104;521764;13303.38;20671.66;17508;405;70;738;415.27;154.27;101;43143;116;576297;925.09;13758.33
2;20;60;4;0.87;0.16;7317;7;0;11740;271;54;516;276.58;86.67;67;43233;87;408375;13600.33;20004.59;17508;404;110;683;414.05;131.26;101;43233;116;491272;745.92;10759.08
3;20;60;4;0.85;0.18;7319;8;0;11740;266;47;472;269.47;86.0;66;44087;88;545246;13531.41;19831.24;17508;397;55;674;402.75;133.24;99;44087;119;398189;987.12;12829.24
4;20;60;4;0.73;0.22;7316;7;0;11740;271;15;523;275.6;95.55;67;43221;87;472938;13217.27;17305.88;17508;405;63;755;412.83;149.19;101;43221;116;474656;1000.49;14244.06
1;20;60;8;1.37;0.38;7318;8;0;23480;1182;330;2011;1195.39;333.12;147;19855;45;333987;5841.68;11325.23;35016;1763;675;2682;1785.71;445.34;220;19855;120;262340;609.01;5157.99
2;20;60;8;1.53;0.31;7316;7;0;23480;1199;605;2000;1210.11;311.65;149;19578;58;85942;5515.15;5567.63;35016;1788;747;2794;1806.34;437.09;223;19578;123;308843;764.38;8411.53
3;20;60;8;1.75;0.33;7319;7;0;23480;1207;749;2000;1213.18;258.55;150;19452;63;248244;5690.62;7252.74;35016;1800;972;2502;1810.03;347.92;225;19452;128;219491;617.79;5236.04
4;20;60;8;1.48;0.35;7320;6;0;23480;1207;640;1972;1214.74;268.81;150;19441;53;261866;5886.86;9676.99;35016;1801;912;2475;1813.47;341.12;225;19441;127;12900;483.67;699.41
1;20;60;16;1.64;0.12;7320;7;0;46960;2088;307;3608;2111.91;648.48;130;22481;77;313287;6331.09;8455.12;70032;3115;363;4960;3149.6;999.04;194;22481;148;514607;880.32;11416.32
2;20;60;16;1.5;0.26;7318;7;0;46960;2147;126;3768;2176.12;633.57;134;21865;78;366552;6253.49;10609.25;70032;3202;476;5116;3254.02;956.99;200;21865;149;444980;791.49;10637.3
3;20;60;16;1.33;0.31;7318;7;0;46960;2165;823;3467;2210.8;600.33;135;21683;64;354608;6226.83;10593.06;70032;3229;1097;5301;3290.98;920.84;201;21683;139;389821;768.28;9245.82
4;20;60;16;1.35;0.45;7320;7;0;46960;2202;734;3587;2232.6;616.92;137;21325;67;273209;5984.15;7833.42;70032;3284;894;5077;3323.6;961.89;205;21325;145;441927;848.79;10586.39
1;20;60;32;1.26;0.36;6405;7;0;82048;3905;764;6083;3965.41;1105.45;122;21009;107;361877;6718.09;9575.37;122752;5842;1396;9385;5889.44;1710.5;182;21009;176;445274;975.79;11596.69
2;20;60;32;1.29;0.4;6414;7;0;82048;4059;1109;6247;4135.45;977.86;126;20210;102;304867;6623.08;9884.29;122752;6073;2440;9408;6156.95;1326.26;189;20210;178;424727;831.05;9017.07
3;20;60;32;1.52;0.25;6409;7;0;82048;4000;801;6055;4064.79;1107.72;125;20507;104;315249;6629.81;10344.41;122752;5985;924;8970;6065.92;1669.37;187;20507;167;411194;903.61;10438.66
4;20;60;32;1.56;0.37;6406;7;0;82048;3992;670;5824;4062.97;1103.56;124;20549;110;441828;6910.21;15164.1;122752;5973;1645;8768;6060.33;1564.49;186;20549;180;322875;727.14;6814.28
1;20;60;64;1.47;0.55;3209;7;0;84288;7749;3328;10392;7741.25;1635.59;121;10877;205;344323;6960.18;11100.74;120512;11079;3456;16606;11001.0;2830.63;173;10877;259;388572;896.65;9159.03
2;20;60;64;1.54;0.24;3204;7;0;84288;7218;3876;9984;7447.95;1542.08;112;11677;200;366260;7520.43;12159.02;120512;10320;4760;15104;10719.05;2736.55;161;11677;256;465122;929.58;10814.61
3;20;60;64;1.42;0.4;3206;7;0;84288;7676;2427;10071;7661.86;1890.57;119;10980;201;33715;6757.68;5789.19;120512;10975;2810;16442;11000.48;3235.75;171;10980;262;376304;1092.92;12148.19
4;20;60;64;1.61;0.62;3210;7;0;84288;7717;2799;10051;7713.55;1681.02;120;10922;201;385526;7030.4;12609.82;120512;11033;4071;16479;11005.3;2870.1;172;10922;256;355700;870.62;8246.56
1;20;60;128;1.69;0.45;1604;8;0;86656;14062;6629;20736;14592.27;3597.66;109;6162;357;92582;7213.63;6278.92;118144;19172;8031;27648;19849.73;4757.23;149;6162;420;525159;1372.15;17272.4
2;20;60;128;1.78;0.33;1602;6;0;86656;14299;6695;19149;14983.73;3511.85;111;6060;360;499313;7833.69;19764.88;118144;19495;8008;29090;20500.18;5128.68;152;6060;405;8040;806.79;480.5
3;20;60;128;1.91;0.33;1606;7;0;86656;14262;6848;20743;14866.5;3622.82;111;6076;367;67597;6915.7;5939.81;118144;19444;9089;27320;19886.6;4785.39;151;6076;404;553373;1497.99;18291.54
4;20;60;128;1.5;0.65;1604;7;0;86656;14117;7162;21504;14681.45;3662.44;110;6138;354;68095;7145.21;5987.28;118144;19247;8489;27648;19931.91;4740.52;150;6138;423;483913;1395.98;15991.45
1;20;60;256;1.52;0.76;175;6;0;19200;36294;36352;36352;36352.0;0.0;141;529;623;19520;5736.79;4383.25;25088;47425;47104;47104;47104.0;0.0;185;529;717;1560;986.01;242.74
2;20;60;256;0.78;0.0;175;6;0;19200;37500;37079;37079;37079.0;0.0;146;512;608;16356;5557.67;4121.56;25088;49000;48761;48761;48761.0;0.0;191;512;694;1567;956.2;244.98
3;20;60;256;0.77;1.53;177;6;0;19200;36711;36864;36864;36864.0;0.0;143;523;606;22245;5662.84;4484.79;25088;47969;48128;48128;48128.0;0.0;187;523;713;1601;985.96;242.66
4;20;60;256;3.05;0.0;176;6;0;19200;36571;36864;36864;36864.0;0.0;142;525;640;16295;5683.8;4248.04;25088;47786;47104;47104;47104.0;0.0;186;525;719;1599;993.69;248.62
1;20;60;512;1.39;0.92;174;6;0;38400;44290;43239;43239;43239.0;0.0;86;867;1188;39729;9432.12;7788.45;49152;56692;65842;65842;65842.0;0.0;110;867;1264;2973;1642.53;329.04
2;20;60;512;1.8;0.0;173;6;0;38400;43243;42266;42266;42266.0;0.0;84;888;1186;39742;9723.13;8396.3;49152;55351;64360;64360;64360.0;0.0;108;888;1243;3086;1639.44;337.56
3;20;60;512;0.88;0.88;173;6;0;38400;41967;43490;43490;43490.0;0.0;81;915;1168;39755;10106.13;8427.12;49152;53718;66223;66223;66223.0;0.0;104;915;1204;2963;1618.06;324.42
4;20;60;512;1.4;0.93;173;6;0;38400;44599;44521;44521;44521.0;0.0;87;861;1197;39756;9340.72;8054.17;49152;57087;67794;67794;67794.0;0.0;111;861;1245;2957;1649.04;341.15
1;20;60;1024;0.46;1.15;173;6;0;75776;43399;30415;55296;42597.67;12448.51;42;1746;2382;85594;19319.15;16938.52;98304;56302;38074;71680;57537.67;17423.5;54;1746;2341;9416;3271.77;995.87
2;20;60;1024;1.13;0.45;172;6;0;75776;42811;28656;57886;41588.33;14902.76;41;1770;2376;147949;19641.72;21788.24;98304;55538;36212;71859;55764.67;18073.38;54;1770;2321;9450;3277.47;991.78
3;20;60;1024;1.08;0.43;173;6;0;75776;40827;26465;55185;41467.0;14402.99;39;1856;2380;193973;20751.87;26505.1;98304;52965;46823;71536;57775.0;12593.69;51;1856;2411;12478;3314.15;1352.33
4;20;60;1024;1.0;0.2;172;7;0;75776;37699;30000;42247;35155.0;6349.11;36;2010;2374;366786;22613.84;44739.62;98304;48907;44772;52000;47681.0;3814.72;47;2010;2402;17969;3490.74;1841.3
1;20;80;2;0.89;0.29;7524;7;0;3014;110;55;190;110.65;27.92;55;27322;64;250361;16773.08;21815.72;12020;439;149;760;441.58;131.48;219;27322;68;168515;333.77;2887.44
2;20;80;2;0.88;0.26;7522;7;0;3014;110;54;174;110.79;26.78;55;27238;64;293876;16770.59;21909.48;12020;441;147;788;442.58;131.11;220;27238;91;139575;320.56;2759.7
3;20;80;2;0.94;0.26;7523;7;0;3014;110;45;185;109.79;29.09;55;27306;64;261731;16703.01;22663.4;12020;440;194;741;438.29;126.32;220;27306;82;196536;348.77;3518.05
4;20;80;2;0.88;0.37;7522;7;0;3014;110;58;172;109.6;26.44;55;27338;59;262222;16904.38;21767.61;12020;439;179;730;436.29;115.26;219;27338;90;84386;303.34;1963.09
1;20;80;4;1.0;0.28;7524;7;0;6028;202;84;392;207.93;66.26;50;29718;111;420664;16689.71;24200.54;24040;808;267;1434;827.78;266.95;202;29718;114;460397;752.33;9984.5
2;20;80;4;1.01;0.19;7525;7;0;6028;208;76;428;214.52;70.68;52;28942;102;374591;15916.53;20873.37;24040;830;287;1579;858.0;314.94;207;28942;109;426045;817.21;11675.42
3;20;80;4;1.03;0.28;7525;8;0;6028;202;64;408;207.52;72.75;50;29794;101;390685;16656.04;22308.59;24040;806;200;1481;828.69;307.78;201;29794;114;574813;773.34;12161.23
4;20;80;4;1.09;0.21;7523;7;0;6028;202;61;431;207.44;76.88;50;29788;123;423900;17075.92;25525.12;24040;807;183;1876;828.6;298.54;201;29788;109;417792;667.04;9376.32
1;20;80;8;1.9;0.49;7524;7;0;12056;816;384;1322;831.18;191.46;102;14758;67;332756;7768.94;10684.09;48080;3257;2187;4735;3291.64;649.46;407;14758;119;275863;500.47;3690.86
2;20;80;8;1.62;0.42;7524;7;0;12056;750;253;1314;753.03;223.3;93;16071;69;108405;8172.18;9586.33;48080;2991;1267;4848;2992.42;908.69;373;16071;119;325929;617.95;6806.69
3;20;80;8;1.62;0.5;7523;7;0;12056;760;317;1328;765.1;200.81;95;15849;67;94894;7918.74;7487.72;48080;3033;1443;5381;3054.39;835.9;379;15849;118;376835;644.78;7701.63
4;20;80;8;1.55;0.44;7524;7;0;12056;778;251;1278;783.07;197.81;97;15485;66;93607;7731.8;7623.14;48080;3104;1401;5486;3117.77;826.49;388;15485;96;332789;630.98;7038.63
1;20;80;16;1.66;0.27;5913;8;0;19056;1433;572;2336;1458.6;367.29;89;13292;78;131769;8554.5;8215.11;75472;5678;2228;9346;5798.0;1598.75;354;13292;139;426228;650.94;7707.62
2;20;80;16;1.79;0.64;5916;8;0;19056;1611;406;2481;1624.35;457.24;100;11825;76;54682;7383.03;5622.33;75472;6382;3073;11474;6409.96;1772.38;398;11825;142;306582;635.65;7101.33
3;20;80;16;1.87;0.6;5915;7;0;19056;1591;906;2502;1625.0;381.66;99;11974;79;269468;7830.24;11881.57;75472;6302;4022;11744;6417.05;1969.1;393;11974;144;322353;554.32;5674.78
4;20;80;16;2.06;0.24;5916;8;0;19056;1605;461;2645;1623.95;498.19;100;11869;77;30120;7340.74;5455.64;75472;6358;2796;11113;6425.18;1899.27;397;11869;140;348606;655.71;7515.09
1;20;80;32;1.65;0.47;5910;7;0;38080;2808;1206;4063;2853.46;652.48;87;13557;112;316437;8798.96;11665.73;150880;11129;5333;17728;11286.58;2880.53;347;13557;183;394099;647.25;5910.47
2;20;80;32;1.47;0.56;5910;8;0;38080;2979;1338;4237;3031.92;700.64;93;12781;107;89530;8283.34;7002.65;150880;11805;3888;20928;11975.67;3524.18;368;12781;171;307522;612.81;6112.67
3;20;80;32;1.8;0.53;5913;7;0;38080;2959;801;4516;2981.8;743.09;92;12865;108;41234;8117.97;6443.42;150880;11727;3452;19212;11797.72;3377.03;366;12865;179;319857;672.45;6296.19
4;20;80;32;1.67;0.84;5908;7;0;38080;2944;634;4380;2966.24;788.12;92;12933;105;377951;8578.82;12627.84;150880;11666;1777;22163;11800.0;3827.74;364;12933;172;261460;570.57;3958.67
1;20;80;64;1.6;0.49;3205;7;0;42880;5210;2663;7552;5405.93;1061.53;81;8230;208;66319;9201.87;8448.38;161920;19674;10071;31431;20351.67;5313.06;307;8230;252;515009;808.21;10310.55
2;20;80;64;2.02;0.41;3207;7;0;42880;5555;2629;7936;5720.64;1266.44;86;7718;201;36826;8691.2;6807.85;161920;20979;12018;29391;21339.57;4912.04;327;7718;253;384639;741.26;7750.13
3;20;80;64;2.33;0.3;3209;7;0;42880;5427;1280;7433;5520.73;1600.81;84;7901;217;37923;8520.16;6785.44;161920;20493;3328;33085;20831.93;7142.29;320;7901;246;415105;859.0;10823.18
4;20;80;64;2.23;0.4;3208;7;0;42880;5422;2657;7552;5594.93;1154.28;84;7908;225;395166;9383.34;16430.02;161920;20475;11220;32548;20758.86;5476.07;319;7908;250;135029;632.61;2875.12
1;20;80;128;2.08;0.42;1604;7;0;46720;9700;5421;14671;9880.11;2523.74;75;4816;347;159244;10988.41;11441.32;158080;32823;20036;45786;32906.0;8055.59;256;4816;397;7469;643.28;342.59
2;20;80;128;1.91;0.64;1605;6;0;46720;10594;7365;15104;10733.5;2310.24;82;4410;365;171337;9892.94;11003.57;158080;35845;28190;47872;35554.38;7120.52;280;4410;410;1912;638.45;256.73
3;20;80;128;2.23;0.65;1602;6;0;46720;10844;9712;15104;10951.62;1786.2;84;4308;361;43551;9593.95;6741.15;158080;36694;28103;48640;36844.12;6996.17;286;4308;411;1730;644.38;248.68
4;20;80;128;2.35;0.47;1604;6;0;46720;10956;8906;15104;11073.25;2014.94;85;4264;386;42611;9461.36;6134.1;158080;37073;31617;49920;37139.12;6062.09;289;4264;394;1781;648.08;256.9
1;20;80;256;1.71;0.57;804;6;0;44800;15926;12190;23685;16176.6;4641.35;62;2813;599;136695;12609.52;12797.83;160000;56878;47921;74078;57476.8;10033.66;222;2813;640;9994;959.38;589.83
2;20;80;256;1.33;0.4;803;7;0;44800;14888;10479;23676;14794.4;5358.44;58;3009;602;110290;13638.17;12652.6;160000;53173;40899;73001;54133.8;14594.53;207;3009;649;19544;987.45;1044.82
3;20;80;256;1.93;1.04;803;6;0;44800;16604;13312;23767;16863.2;4414.49;64;2698;604;42267;11756.05;8436.46;160000;59303;43534;73284;60358.8;10997.83;231;2698;634;17187;1016.48;1077.19
4;20;80;256;2.31;0.72;803;7;0;44800;16149;12800;23181;15988.4;4191.65;63;2774;673;45372;12175.86;8726.8;160000;57678;43260;73574;58038.2;10916.73;225;2774;677;16638;1020.81;1043.34
1;20;80;512;1.95;0.36;403;6;0;43008;19080;12047;29696;19010.75;7909.43;37;2254;1140;250403;19473.24;29774.2;161792;71779;59231;92160;70978.25;14506.35;140;2254;1213;20765;1945.95;2266.48
2;20;80;512;1.28;0.91;403;7;0;43008;19656;14166;29696;19769.0;6974.57;38;2188;1102;55250;17501.26;14230.71;161792;73945;60235;96256;72608.0;16249.09;144;2188;1169;44270;2261.26;3824.38
3;20;80;512;1.32;0.75;403;6;0;43008;20277;13312;30355;20388.75;7264.06;39;2121;1134;79308;17652.23;16201.32;161792;76280;62464;97138;73948.5;15824.64;148;2121;1190;36195;2009.07;3001.94
4;20;80;512;1.3;0.56;404;6;0;43008;19911;13837;27945;20037.0;6101.37;38;2160;1154;79289;18075.6;16461.99;161792;74903;66223;89824;72556.25;11519.12;146;2160;1211;36269;2018.97;3032.84
1;20;80;1024;1.49;0.0;177;7;0;44032;23421;18395;24526;21892.0;3155.29;22;1880;2381;252678;28272.16;39719.11;135168;71897;65405;71536;68402.34;3067.77;70;1880;2387;62127;5020.98;7808.62
2;20;80;1024;0.91;0.45;177;7;0;44032;24919;18395;30658;24739.0;6142.54;24;1767;2375;98995;27237.56;22801.66;135168;76495;54200;106283;76658.66;26770.69;74;1767;2297;50665;4502.21;6554.53
3;20;80;1024;1.13;0.45;177;7;0;44032;24961;21703;28672;26016.67;3768.86;24;1764;2387;102412;27986.12;25258.58;135168;76625;67584;94888;79806.34;13874.76;74;1764;2335;46400;4234.02;5931.07
4;20;80;1024;1.39;0.23;177;8;0;44032;25540;22925;28199;25056.67;2778.46;24;1724;2376;97552;26540.74;25686.3;135168;78403;59223;93411;75592.66;17139.98;76;1724;2333;41940;4399.29;6006.34
1;20;100;2;6.87;0.49;7595;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;15184;6202;5732;6582;6228.5;361.51;3101;2448;43;75233;319.79;2445.92
2;20;100;2;6.31;1.83;7595;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;15184;6297;5667;6852;6367.0;516.15;3148;2411;41;75293;314.91;2558.03
3;20;100;2;6.87;1.2;7595;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;15184;6516;6192;6608;6398.75;216.02;3258;2330;45;75695;304.3;2332.21
4;20;100;2;6.71;1.47;7595;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;15184;6210;5495;6608;6192.75;482.77;3105;2445;49;68145;319.42;2462.14
1;20;100;4;4.07;1.63;7594;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;30368;6867;5630;8512;6844.88;951.4;1716;4422;40;88950;579.41;2266.24
2;20;100;4;3.94;1.28;7596;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;30368;6955;5520;8328;6937.88;893.48;1738;4366;54;61544;570.67;1970.56
3;20;100;4;5.54;0.75;7595;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;30368;7121;5216;10408;7138.0;1742.65;1780;4264;55;161476;558.21;2495.01
4;20;100;4;3.75;0.72;7595;8;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;30368;4994;1760;7637;4913.73;2037.13;1248;6080;54;386873;797.24;6982.1
1;20;100;8;3.95;0.7;7597;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;60736;9660;5781;18354;9754.0;3087.4;1207;6287;51;401852;823.78;6787.62
2;20;100;8;3.82;0.71;7598;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;60736;9837;2187;18288;10190.45;5039.63;1229;6174;63;452023;808.79;7392.94
3;20;100;8;2.91;1.08;7597;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;60736;9601;5347;18473;9390.64;3295.93;1200;6326;49;469738;829.11;7885.12
4;20;100;8;4.11;1.62;7598;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;60736;16428;14112;20896;16639.14;2205.34;2053;3697;56;19714;483.15;946.51
1;20;100;16;5.07;1.45;7599;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;121472;27482;23488;38624;27786.62;4583.56;1717;4420;63;19297;577.65;1246.72
