#rnd_rate;wrt_rate;io_size;ssd_iops;ssd_tot_cpu;hdd_iops;hdd_tot_cpu
0.6;0.6;0.0078125;0.000128172263522;0.147325;0.00561797752809;0.009275
0.6;0.6;0.015625;0.000191570881226;0.1089;0.00528401585205;0.010125
0.6;0.6;0.03125;0.000290002175016;0.10885;0.00484261501211;0.011875
0.6;0.6;0.0625;0.000430385194749;0.0857;0.00417972831766;0.0162
0.6;0.6;0.125;0.000657678395265;0.07495;0.0042872454448;0.02015
0.6;0.6;0.25;0.000953061710746;0.0604;0.00487804878049;0.0202
0.6;0.6;0.5;0.00164068908942;0.067275;0.00651465798046;0.017975
0.6;0.6;1.0;0.0028129395218;0.05175;0.0108108108108;0.01445
0.6;0.8;0.001953125;6.84439273125e-05;0.209025;0.00826446280992;0.0055
0.6;0.8;0.00390625;7.18790993549e-05;0.21645;0.00399201596806;0.01205
0.6;0.8;0.0078125;0.000101160820414;0.16675;0.00377358490566;0.0131
0.6;0.8;0.015625;0.00015943877551;0.147925;0.00386847195358;0.0128
0.6;0.8;0.03125;0.000254695956702;0.096925;0.00353669319187;0.0153
0.6;0.8;0.0625;0.000398525455813;0.081575;0.00317965023847;0.020625
0.6;0.8;0.125;0.000559049615653;0.070375;0.00348128807659;0.0215
0.6;0.8;0.25;0.000904159132007;0.0608;0.00382775119617;0.024
0.6;0.8;0.5;0.00155945419103;0.078875;0.00564971751412;0.0196
0.6;0.8;1.0;0.00280308339173;0.052025;0.010101010101;0.016525
0.6;1.0;0.001953125;3.57356632986e-05;0.353625;0.00610687022901;0.00755
0.6;1.0;0.00390625;3.91980087412e-05;0.3526;0.00192585459798;0.025075
0.6;1.0;0.0078125;4.73714752662e-05;0.313175;0.00192122958694;0.0266
0.6;1.0;0.015625;6.90631582582e-05;0.230275;0.00194269062652;0.027275
0.6;1.0;0.03125;0.000101053482556;0.18395;0.00197726149283;0.02935
0.6;1.0;0.0625;0.000190539703711;0.1752;0.00166181969256;0.044675
0.6;1.0;0.125;0.000323703164198;0.12335;0.00204185809086;0.03675
0.6;1.0;0.25;0.000594265339474;0.077825;0.00303951367781;0.031075
0.6;1.0;0.5;0.0012070006035;0.080575;0.0043956043956;0.0243
0.6;1.0;1.0;0.00222841225627;0.063025;0.00766283524904;0.0203
0.8;0.0;0.001953125;0.000114649316403;0.133275;0.00398406374502;0.014
0.8;0.0;0.00390625;0.000118280205808;0.122875;0.00398406374502;0.01385
0.8;0.0;0.0078125;0.000130736043927;0.1298;0.00398406374502;0.01265
0.8;0.0;0.015625;0.000150568395694;0.133925;0.00394477317554;0.013375
0.8;0.0;0.03125;0.000189969604863;0.145225;0.00392541707556;0.01405
0.8;0.0;0.0625;0.000264096130992;0.113625;0.00404858299595;0.015225
0.8;0.0;0.125;0.00038606312132;0.07885;0.00488997555012;0.014575
0.8;0.0;0.25;0.000650829808005;0.071075;0.00597014925373;0.01595
0.8;0.0;0.5;0.00123800680904;0.0911;0.0082135523614;0.01345
0.8;0.0;1.0;0.00220385674931;0.0523;0.0120481927711;0.0117
0.8;0.2;0.001953125;0.000114833634772;0.17325;0.00854700854701;0.0071
0.8;0.2;0.00390625;0.000120467413565;0.17525;0.00888888888889;0.00695
0.8;0.2;0.0078125;0.00014194464159;0.15705;0.0100250626566;0.0055
0.8;0.2;0.015625;0.000189089533894;0.138375;0.0117302052786;0.0048
0.8;0.2;0.03125;0.000251698968034;0.106375;0.0138408304498;0.00425
0.8;0.2;0.0625;0.000362647325476;0.120675;0.0168776371308;0.003825
0.8;0.2;0.125;0.000516662361147;0.081175;0.0203045685279;0.003475
0.8;0.2;0.25;0.000816159967354;0.0599;0.0213903743316;0.003975
0.8;0.2;0.5;0.00148588410104;0.0656;0.018779342723;0.00575
0.8;0.2;1.0;0.00250312891114;0.054225;0.0122324159021;0.01275
0.8;0.4;0.001953125;0.000105741778577;0.186425;0.01;0.005925
0.8;0.4;0.00390625;0.000109607058695;0.196625;0.00769230769231;0.0078
0.8;0.4;0.0078125;0.000142775556825;0.16855;0.00767754318618;0.0072
0.8;0.4;0.015625;0.000199501246883;0.126275;0.00779727095517;0.00735
0.8;0.4;0.03125;0.000290338970748;0.11385;0.00767754318618;0.0079
0.8;0.4;0.0625;0.000419507079182;0.10535;0.0064620355412;0.0103
0.8;0.4;0.125;0.000628140703518;0.065875;0.00520156046814;0.015475
0.8;0.4;0.25;0.000935016362786;0.061625;0.00623052959502;0.014275
0.8;0.4;0.5;0.00158227848101;0.0586;0.00793650793651;0.01615
0.8;0.4;1.0;0.00275671950379;0.0528;0.012012012012;0.012975
0.8;0.6;0.001953125;9.21128382268e-05;0.20535;0.0105263157895;0.00525
0.8;0.6;0.00390625;9.58083832335e-05;0.212975;0.00574712643678;0.009625
0.8;0.6;0.0078125;0.000130182906984;0.169275;0.00552486187845;0.00965
0.8;0.6;0.015625;0.000189528547738;0.1312;0.00521512385919;0.010375
0.8;0.6;0.03125;0.000276720857835;0.10825;0.00433839479393;0.0132
0.8;0.6;0.0625;0.00044014084507;0.096675;0.00414507772021;0.0163
0.8;0.6;0.125;0.000630318310747;0.085225;0.00458190148912;0.01695
0.8;0.6;0.25;0.000985464400099;0.06225;0.00519480519481;0.0193
0.8;0.6;0.5;0.00162999185004;0.07385;0.0070796460177;0.017775
0.8;0.6;1.0;0.00285103349964;0.05465;0.0118343195266;0.0124
0.8;0.8;0.001953125;7.06613906162e-05;0.2256;0.0102040816327;0.004725
0.8;0.8;0.00390625;7.18816827502e-05;0.2134;0.00407747196738;0.01225
0.8;0.8;0.0078125;0.000106157112527;0.192825;0.00378787878788;0.013
0.8;0.8;0.015625;0.000160211479152;0.139525;0.00355239786856;0.01435
