#seq;rnd_rate;wrt_rate;io_size;sys_cpu;usr_cpu;cpu_ctx;cpu_minf;cpu_majf;r_io_bytes;r_bw;r_bw_min;r_bw_max;r_bw_mean;r_bw_dev;r_iops;r_runtime;r_min_lat;r_max_lat;r_mean_lat;r_stddev_lat;w_io_bytes;w_bw;w_bw_min;w_bw_max;w_bw_mean;w_bw_dev;w_iops;w_runtime;w_min_lat;w_max_lat;w_mean_lat;w_stddev_lat
4;20;20;512;4.75;2.03;402;6;0;163328;276358;283648;283648;283648.0;0.0;539;591;1076;6288;1539.78;740.31;41472;70172;68608;68608;68608.0;0.0;137;591;1123;1251;1192.44;23.45
1;20;20;1024;6.18;0.0;202;6;0;166912;321603;322294;322294;322294.0;0.0;314;519;2062;6450;2662.75;1045.03;37888;73001;71394;71394;71394.0;0.0;71;519;2172;2319;2235.05;42.54
2;20;20;1024;4.75;2.38;203;6;0;166912;329865;333157;333157;333157.0;0.0;322;506;2039;7195;2586.2;911.58;37888;74877;71536;71536;71536.0;0.0;73;506;2127;2311;2230.92;46.59
3;20;20;1024;5.61;0.0;202;7;0;166912;333824;0;0;0.0;0.0;326;500;2040;6657;2548.76;891.05;37888;75776;0;0;0.0;0.0;74;500;2142;2324;2221.65;39.53
4;20;20;1024;4.77;0.0;202;6;0;166912;331174;333824;333824;333824.0;0.0;323;504;2000;7173;2582.53;991.29;37888;75174;73728;73728;73728.0;0.0;73;504;2112;2287;2194.89;54.97
1;20;40;2;15.69;3.98;102411;6;0;122608;11181;10564;12168;11187.52;522.76;5590;10965;29;4831;133.1;122.07;82192;7495;6948;8336;7498.57;348.03;3747;10965;32;9037;60.67;103.26
2;20;40;2;13.16;3.45;102410;6;0;122608;11755;10688;13484;11746.65;910.32;5877;10430;25;5194;128.77;128.12;82192;7880;7224;9236;7870.4;583.82;3940;10430;0;7604;55.71;97.74
3;20;40;2;13.8;3.91;102406;6;0;122608;11649;10888;12784;11651.62;489.9;5824;10525;26;5887;129.86;131.69;82192;7809;7020;8544;7811.0;399.93;3904;10525;16;4875;56.62;91.63
4;20;40;2;15.25;4.67;102413;7;0;122608;11262;10500;12168;11285.43;520.5;5631;10886;28;8754;132.66;128.97;82192;7550;7092;8252;7570.9;329.17;3775;10886;24;5420;59.95;91.65
1;20;40;4;16.16;2.8;51210;7;0;122888;21491;20496;23568;21505.73;1008.92;5372;5718;31;4643;140.43;145.78;81912;14325;13168;15096;14333.55;587.99;3581;5718;34;5383;61.78;85.0
2;20;40;4;15.84;3.54;51207;6;0;122888;21723;20768;22912;21737.27;663.21;5430;5657;33;5209;139.55;150.44;81912;14479;13576;15488;14492.0;554.31;3619;5657;22;3033;60.96;70.04
3;20;40;4;13.51;3.75;51206;6;0;122888;21723;20056;24624;21757.82;1768.1;5430;5657;30;6892;139.48;153.39;81912;14479;13432;16424;14500.91;1055.21;3619;5657;32;3734;60.46;86.32
4;20;40;4;14.01;3.69;51206;6;0;122888;21409;19843;24464;21483.18;1548.49;5352;5740;29;4820;140.02;146.47;81912;14270;13192;16072;14317.82;962.55;3567;5740;34;11204;62.77;107.36
1;20;40;8;11.57;2.36;25605;6;0;123272;33004;30912;35960;33203.43;1637.94;4125;3735;36;4229;188.8;250.7;81528;21828;20672;22946;21895.14;758.89;2728;3735;41;4729;73.17;83.74
2;20;40;8;12.9;3.28;25604;7;0;123272;33690;32064;35520;33757.71;1490.42;4211;3659;37;4115;187.73;245.09;81528;22281;21584;22928;22310.86;565.6;2785;3659;41;3498;69.06;69.9
3;20;40;8;13.39;1.79;25604;7;0;123272;34385;32352;35840;34488.29;1271.91;4298;3585;38;4219;187.05;252.68;81528;22741;22112;23504;22811.71;444.69;2842;3585;42;1460;63.94;64.56
4;20;40;8;11.72;3.91;25603;6;0;123272;33434;31536;35376;33588.57;1582.81;4179;3687;39;4748;187.49;244.26;81528;22112;20656;22592;22153.14;675.73;2764;3687;29;1445;71.33;61.08
1;20;40;16;8.38;2.21;12802;6;0;123616;48821;46528;50400;48716.4;1550.88;3051;2532;54;4673;270.96;371.58;81184;32063;31168;33376;32108.8;1009.29;2003;2532;57;1333;80.89;57.02
2;20;40;16;11.09;2.62;12807;6;0;123616;47599;45088;50491;47487.0;2631.82;2974;2597;57;4242;272.26;358.54;81184;31260;30304;32990;31513.2;1034.82;1953;2597;61;4457;90.19;77.22
3;20;40;16;7.67;1.6;12803;6;0;123616;49347;47680;51353;49393.8;1619.91;3084;2505;50;4370;269.09;365.65;81184;32408;30432;33824;32422.2;1272.91;2025;2505;54;3514;78.37;70.84
4;20;40;16;7.7;3.3;12803;6;0;123616;48572;46087;50528;48545.4;2067.43;3035;2545;52;4749;272.14;374.32;81184;31899;30048;33312;31974.2;1267.2;1993;2545;55;4911;81.75;96.46
1;20;40;32;9.24;1.72;6404;6;0;124704;66973;62594;74496;67988.0;6028.69;2092;1862;96;5004;392.57;485.19;80096;43016;40367;47424;43528.33;3585.35;1344;1862;99;1209;124.27;33.51
2;20;40;32;5.37;1.34;6403;6;0;124704;69744;63488;76288;70144.0;6415.34;2179;1788;82;4798;388.62;492.62;80096;44796;42048;48448;45440.0;3217.23;1399;1788;88;792;104.28;32.16
3;20;40;32;7.45;3.31;6404;6;0;124704;64479;60672;73280;66282.66;6417.36;2014;1934;97;4919;408.78;498.05;80096;41414;39744;46720;42346.67;3810.2;1294;1934;93;1185;126.88;38.88
4;20;40;32;10.46;1.92;6403;6;0;124704;66544;62912;73772;67769.34;5519.85;2079;1874;97;5019;390.75;477.12;80096;42740;41408;47073;43488.33;3117.74;1335;1874;90;2343;130.94;55.17
1;20;40;64;8.97;1.45;3203;6;0;126272;91302;89856;100407;95131.5;7460.68;1426;1383;158;4793;566.09;582.76;78528;56780;59401;59648;59524.5;174.66;887;1383;155;640;207.47;40.46
2;20;40;64;7.64;2.65;3203;6;0;126272;92710;87808;107904;97856.0;14210.02;1448;1362;160;4784;553.74;572.38;78528;57656;57344;64896;61120.0;5340.07;900;1362;159;625;202.54;41.9
3;20;40;64;7.88;1.46;3203;6;0;126272;92034;85333;108032;96682.5;16050.62;1438;1372;155;5352;562.0;595.58;78528;57236;55696;64896;60296.0;6505.38;894;1372;151;646;201.58;39.74
4;20;40;64;5.46;1.21;3203;6;0;126272;95733;88526;107648;98087.0;13521.3;1495;1319;142;5332;553.2;597.35;78528;59536;59017;63872;61444.5;3433.0;930;1319;152;652;179.75;39.33
1;20;40;128;5.7;1.52;1603;6;0;126848;120463;115968;128256;122112.0;8688.93;941;1053;283;5237;838.53;721.77;77952;74028;68096;78848;73472.0;7602.81;578;1053;286;1316;352.86;75.33
2;20;40;128;4.3;3.52;1603;6;0;126848;123875;121344;129532;125438.0;5789.79;967;1024;286;5655;810.97;695.18;77952;76125;71680;78946;75313.0;5137.84;594;1024;284;1368;350.31;82.76
3;20;40;128;6.28;0.79;1603;6;0;126848;124360;118272;133376;125824.0;10680.14;971;1020;285;7920;811.49;771.09;77952;76423;70400;80640;75520.0;7240.77;597;1020;301;1359;342.89;83.51
4;20;40;128;7.56;1.13;1603;7;0;126848;119780;113152;129788;121470.0;11763.43;935;1059;288;5197;838.04;715.58;77952;73609;66816;79201;73008.5;8757.52;575;1059;299;1369;361.82;84.13
1;20;40;256;5.02;1.0;802;6;0;126976;159117;164864;164864;164864.0;0.0;621;798;532;5722;1231.57;893.18;77824;97523;101888;101888;101888.0;0.0;380;798;549;738;603.64;35.03
2;20;40;256;3.6;1.03;803;7;0;126976;162998;166400;166400;166400.0;0.0;636;779;496;5790;1212.09;938.77;77824;99902;103424;103424;103424.0;0.0;390;779;520;715;575.95;49.02
3;20;40;256;4.74;1.05;802;6;0;126976;166854;169306;169306;169306.0;0.0;651;761;529;6657;1159.68;810.67;77824;102265;105561;105561;105561.0;0.0;399;761;557;1335;597.96;51.65
4;20;40;256;5.61;0.0;802;6;0;126976;161752;166400;166400;166400.0;0.0;631;785;529;5834;1206.28;870.71;77824;99138;102400;102400;102400.0;0.0;387;785;550;720;603.64;42.85
1;20;40;512;5.05;2.52;404;6;0;126976;199962;209920;209920;209920.0;0.0;390;635;1116;6150;1814.15;987.96;77824;122557;116736;116736;116736.0;0.0;239;635;1151;1252;1194.53;18.7
2;20;40;512;6.41;2.56;402;6;0;126976;203161;210522;210522;210522.0;0.0;396;625;1119;7564;1777.49;959.34;77824;124518;118546;118546;118546.0;0.0;243;625;1078;1250;1188.58;22.67
3;20;40;512;5.75;1.28;402;6;0;126976;202513;212566;212566;212566.0;0.0;395;627;1096;9201;1788.92;1028.22;77824;124121;120590;120590;120590.0;0.0;242;627;1073;1233;1180.65;20.95
4;20;40;512;5.02;0.63;403;6;0;126976;198710;207872;207872;207872.0;0.0;388;639;1104;6402;1843.48;947.74;77824;121790;114688;114688;114688.0;0.0;237;639;1086;1236;1175.79;22.98
1;20;40;1024;5.04;0.72;203;6;0;133120;238994;233005;233005;233005.0;0.0;233;557;2027;7265;3084.37;1350.1;71680;128689;132854;132854;132854.0;0.0;125;557;2111;2293;2204.29;38.78
2;20;40;1024;2.23;2.97;202;6;0;133120;246975;241181;241181;241181.0;0.0;241;539;2033;6567;2949.62;1089.57;71680;132987;136942;136942;136942.0;0.0;129;539;2093;2283;2196.3;40.83
3;20;40;1024;2.9;2.18;202;6;0;133120;241159;235520;235520;235520.0;0.0;235;552;2041;8537;3052.72;1376.26;71680;129855;135168;135168;135168.0;0.0;126;552;2096;2287;2195.54;46.34
4;20;40;1024;6.56;0.0;202;6;0;133120;242036;235520;235520;235520.0;0.0;236;550;2053;7934;3029.18;1287.19;71680;130327;135168;135168;135168.0;0.0;127;550;2122;2298;2205.83;40.16
1;20;60;2;18.79;4.55;102407;6;0;82360;8753;8317;9872;8788.72;431.46;4376;9409;28;4723;144.68;170.23;122440;13013;12075;14120;13080.56;650.89;6506;9409;28;6479;52.45;84.66
2;20;60;2;16.36;3.63;102410;6;0;82360;9101;8512;9828;9105.94;375.09;4550;9049;25;4286;141.8;167.46;122440;13530;12376;14444;13540.44;574.81;6765;9049;15;9324;49.07;82.75
3;20;60;2;14.31;4.4;102408;6;0;82360;9063;8036;10620;9074.22;803.56;4531;9087;25;4492;142.02;170.13;122440;13474;11936;16076;13495.33;1330.15;6737;9087;0;5792;49.25;75.82
4;20;60;2;15.1;3.69;102407;7;0;82360;9034;8484;9476;9048.72;313.1;4517;9116;29;7293;142.39;174.03;122440;13431;12540;14195;13458.83;476.71;6715;9116;1;4719;49.66;71.33
1;20;60;4;17.47;4.48;51209;6;0;82388;15917;15408;16480;15907.3;398.56;3979;5176;38;4832;157.05;199.73;122412;23649;22936;24736;23650.6;628.86;5912;5176;39;3496;58.82;71.36
2;20;60;4;16.96;3.43;51206;6;0;82388;16793;15472;19352;16531.55;1497.22;4198;4906;28;4617;153.96;200.22;122412;24951;23176;28920;24608.0;2022.23;6237;4906;5;3266;53.34;68.66
3;20;60;4;15.63;3.17;51207;6;0;82388;16343;14976;18288;16342.6;1206.23;4085;5041;33;3991;154.74;191.96;122412;24283;21952;26376;24279.3;1717.33;6070;5041;1;5896;56.62;86.37
4;20;60;4;16.15;2.85;51206;6;0;82388;16793;15224;18424;16899.45;1054.05;4198;4906;30;4911;153.2;197.87;122412;24951;22832;27408;25157.0;1399.39;6237;4906;9;2223;53.67;67.91
1;20;60;8;15.04;3.85;25605;6;0;82464;24034;23632;25056;24085.33;513.17;3004;3431;50;5309;227.75;317.35;122336;35656;34400;36720;35678.83;888.14;4457;3431;46;3263;66.51;63.91
2;20;60;8;13.83;3.0;25604;6;0;82464;23757;23152;24800;23882.67;667.77;2969;3471;48;5243;228.59;326.25;122336;35245;32704;38480;35372.17;2086.32;4405;3471;21;1823;68.07;58.28
3;20;60;8;13.81;3.37;25603;6;0;82464;23916;23280;24864;23973.33;554.5;2989;3448;47;4590;227.86;320.31;122336;35480;34432;36416;35477.33;700.18;4435;3448;49;3043;67.13;61.49
4;20;60;8;13.34;3.66;25606;6;0;82464;24332;23200;26000;24485.33;985.67;3041;3389;39;5259;224.28;312.51;122336;36097;33568;38544;36290.67;1966.72;4512;3389;41;2701;66.08;63.63
1;20;60;16;12.61;2.29;12802;6;0;81888;33505;30784;35520;33224.0;1938.82;2094;2444;66;4796;344.66;446.32;122912;50291;47328;52512;50376.0;2187.48;3143;2444;64;1238;83.79;32.41
2;20;60;16;12.04;2.28;12803;6;0;81888;33287;30784;36576;33416.0;2398.42;2080;2460;62;4873;349.08;451.32;122912;49964;47808;52640;50768.0;2072.27;3122;2460;64;1471;83.05;41.01
3;20;60;16;10.87;1.78;12805;6;0;81888;33193;32096;35584;33231.75;1596.86;2074;2467;61;4587;351.28;448.76;122912;49822;49728;51072;50414.5;577.84;3113;2467;60;2046;82.24;40.77
4;20;60;16;6.83;2.73;12803;6;0;81888;34920;33341;37472;34871.25;1819.01;2182;2345;53;4642;349.25;464.32;122912;52414;51385;53632;52886.25;1017.85;3275;2345;55;3002;69.99;48.88
1;20;60;32;8.96;1.71;6402;6;0;82048;43712;39281;48896;43933.67;4814.97;1366;1877;99;11958;542.09;649.91;122752;65397;59401;67776;64811.33;4692.67;2043;1877;101;1781;120.05;33.62
2;20;60;32;8.32;1.92;6404;7;0;82048;43712;41472;49628;44745.33;4309.59;1366;1877;97;4557;541.04;621.24;122752;65397;61184;69620;65766.66;4265.03;2043;1877;99;683;121.09;24.76
3;20;60;32;8.04;2.39;6402;7;0;82048;44542;42560;51584;45824.0;5003.06;1391;1842;81;4482;535.94;599.78;122752;66640;64512;72000;67861.34;3805.89;2082;1842;88;835;116.35;30.12
4;20;60;32;7.98;2.8;6402;6;0;82048;44206;42688;50368;45248.0;4434.05;1381;1856;91;4660;538.16;610.97;122752;66137;63680;70528;66752.0;3477.86;2066;1856;88;628;119.25;27.62
1;20;60;64;5.71;2.71;3202;6;0;84288;63326;60812;68736;64774.0;5603.11;989;1331;149;5286;726.23;724.68;120512;90542;87968;92288;90128.0;3054.7;1414;1331;159;526;190.54;22.52
2;20;60;64;5.29;2.8;3202;6;0;84288;65542;59904;73856;66880.0;9865.55;1024;1286;157;5164;710.76;720.04;120512;93710;89728;99072;94400.0;6607.21;1464;1286;162;525;179.15;18.19
3;20;60;64;8.19;2.34;3203;6;0;84288;61569;57740;69632;63686.0;8408.91;962;1369;159;4594;742.91;710.31;120512;88029;81884;94464;88174.0;8895.4;1375;1369;169;570;199.31;40.47
4;20;60;64;8.62;1.78;3203;7;0;84288;62574;59008;69620;64314.0;7503.82;977;1347;159;8048;728.43;748.73;120512;89466;83840;94275;89057.5;7378.66;1397;1347;154;584;199.96;38.73
1;20;60;128;3.96;1.76;1603;7;0;86656;95226;105728;105728;105728.0;0.0;743;910;279;6654;921.48;889.42;118144;129828;141056;141056;141056.0;0.0;1014;910;273;1334;304.57;46.39
2;20;60;128;7.17;1.27;1605;6;0;86656;91312;100352;100352;100352.0;0.0;713;949;306;6188;930.18;860.85;118144;124493;134656;134656;134656.0;0.0;972;949;301;1351;337.54;46.84
3;20;60;128;5.95;2.55;1604;6;0;86656;91991;100662;100662;100662.0;0.0;718;942;297;5401;920.04;821.9;118144;125418;135664;135664;135664.0;0.0;979;942;285;1341;337.0;58.53
4;20;60;128;7.64;1.7;1602;6;0;86656;91796;100608;100608;100608.0;0.0;717;944;306;5022;910.08;816.26;118144;125152;135936;135936;135936.0;0.0;977;944;283;1346;346.85;55.82
1;20;60;256;4.56;2.53;802;6;0;89088;112769;113948;113948;113948.0;0.0;440;790;593;6312;1453.54;1082.01;115712;146470;150227;150227;150227.0;0.0;572;790;550;708;620.68;28.86
2;20;60;256;5.42;1.08;803;6;0;89088;120552;118784;118784;118784.0;0.0;470;739;533;6454;1330.9;1001.77;115712;156579;158720;158720;158720.0;0.0;611;739;488;713;603.19;36.94
3;20;60;256;4.63;1.54;804;6;0;89088;114508;113948;113948;113948.0;0.0;447;778;573;8778;1430.72;1104.02;115712;148730;150227;150227;150227.0;0.0;580;778;544;1559;611.94;52.37
4;20;60;256;4.24;1.59;803;6;0;89088;117841;118784;118784;118784.0;0.0;460;756;548;6013;1393.71;1122.49;115712;153058;159232;159232;159232.0;0.0;597;756;555;750;590.94;31.54
1;20;60;512;5.05;1.26;402;6;0;89088;140296;143073;143073;143073.0;0.0;274;635;1191;7182;2094.31;998.27;115712;182223;177820;177820;177820.0;0.0;355;635;1144;1254;1180.91;15.64
2;20;60;512;4.87;1.83;402;6;0;89088;135392;137142;137142;137142.0;0.0;264;658;1136;6726;2240.52;1149.76;115712;175854;173714;173714;173714.0;0.0;343;658;1032;1272;1173.41;32.32
3;20;60;512;6.83;1.86;403;6;0;89088;138120;142051;142051;142051.0;0.0;269;645;1126;6486;2144.48;1162.71;115712;179398;176798;176798;176798.0;0.0;350;645;1071;1252;1189.76;21.05
4;20;60;512;5.56;2.47;404;6;0;89088;137269;139264;139264;139264.0;0.0;268;649;1113;6422;2163.3;1071.3;115712;178292;176128;176128;176128.0;0.0;348;649;1100;1252;1190.28;19.64
1;20;60;1024;3.47;2.08;203;6;0;89088;154398;155337;155337;155337.0;0.0;150;577;2110;8389;3737.06;1593.74;115712;200540;200303;200303;200303.0;0.0;195;577;2132;2298;2211.2;31.19
2;20;60;1024;3.51;1.4;202;6;0;89088;156021;155648;155648;155648.0;0.0;152;571;2115;8372;3695.28;1557.86;115712;202647;200704;200704;200704.0;0.0;197;571;2119;2291;2192.61;34.71
3;20;60;1024;4.29;0.0;202;6;0;89088;159085;157696;157696;157696.0;0.0;155;560;2084;7747;3604.45;1449.22;115712;206628;208896;208896;208896.0;0.0;201;560;2088;2283;2170.87;41.77
4;20;60;1024;2.81;2.81;203;6;0;89088;156294;155337;155337;155337.0;0.0;152;570;2122;6709;3696.75;1482.86;115712;203003;206435;206435;206435.0;0.0;198;570;2106;2269;2181.52;35.17
1;20;80;2;21.76;4.42;102409;6;0;41204;5616;5360;6468;5618.14;279.07;2808;7336;28;8972;158.33;205.0;163596;22300;20832;26068;22382.86;1218.71;11150;7336;1;3921;46.94;46.96
2;20;80;2;20.36;4.83;102410;6;0;41204;5532;5252;5944;5499.93;203.74;2766;7448;29;7925;162.44;219.51;163596;21965;20616;23704;21922.07;841.47;10982;7448;1;3929;47.28;48.38
3;20;80;2;16.74;4.3;102403;7;0;41204;6506;5404;6764;6493.42;374.36;3253;6333;27;5212;160.23;235.37;163596;25832;21900;27100;25877.75;1444.0;12916;6333;0;3313;35.75;45.85
4;20;80;2;17.83;4.5;102411;6;0;41204;6101;5280;6946;6122.46;600.61;3050;6753;26;4147;159.28;216.43;163596;24225;21152;27700;24375.92;2432.61;12112;6753;2;4918;40.47;48.98
1;20;80;4;16.71;3.92;51203;6;0;41168;11538;10424;12168;11544.0;596.29;2884;3568;30;4571;176.83;257.46;163632;45860;41496;48968;45925.71;2676.56;11465;3568;25;3454;41.24;45.57
2;20;80;4;16.04;2.58;51206;6;0;41168;11541;10115;12544;11575.29;763.37;2885;3567;30;4524;179.32;272.43;163632;45873;38930;49064;46058.57;3393.34;11468;3567;4;3544;40.59;46.19
3;20;80;4;18.26;4.94;51203;6;0;41168;10380;9944;10992;10446.86;404.81;2595;3966;33;4106;177.11;243.85;163632;41258;39008;44688;41614.86;2193.85;10314;3966;31;3020;49.8;45.45
4;20;80;4;18.76;5.92;51206;6;0;41168;10159;9784;10592;10156.0;302.13;2539;4052;34;4541;177.68;246.1;163632;40383;38568;42688;40410.0;1383.8;10095;4052;20;3684;51.52;45.07
1;20;80;8;14.35;2.87;25603;6;0;41120;15516;14672;16688;15558.6;791.07;1939;2650;40;4709;300.74;428.56;163680;61766;58682;65328;61787.6;3052.36;7720;2650;1;2451;52.03;36.65
2;20;80;8;15.66;3.55;25604;6;0;41120;15184;14480;15808;15091.2;591.5;1898;2708;40;6975;292.1;410.97;163680;60443;59168;60928;60096.0;757.51;7555;2708;22;3858;56.49;45.74
3;20;80;8;12.33;3.12;25604;6;0;41120;16037;15408;17200;15977.6;721.83;2004;2564;38;8568;296.61;443.42;163680;63837;59712;68672;63539.2;3280.5;7979;2564;40;3695;49.25;45.64
4;20;80;8;15.62;4.63;25605;6;0;41120;14866;14448;15184;14915.2;280.21;1858;2766;46;4435;289.88;395.95;163680;59175;57504;61552;59302.4;1609.0;7396;2766;45;2498;59.47;36.87
1;20;80;16;10.71;3.11;12805;6;0;41440;20155;19232;21376;20160.0;918.2;1259;2056;66;4364;469.15;545.31;163360;79455;78048;80800;80024.0;1321.56;4965;2056;54;2520;78.89;32.44
2;20;80;16;13.92;1.96;12803;6;0;41440;20303;18944;21728;20280.0;1153.0;1268;2041;67;4468;470.75;558.21;163360;80039;79552;81856;80416.0;1038.23;5002;2041;63;1282;77.24;22.8
3;20;80;16;7.0;1.7;12805;6;0;41440;21949;21312;22838;21927.33;804.73;1371;1888;52;4834;485.59;579.53;163360;86525;87284;87360;87324.0;38.16;5407;1888;54;1286;60.5;21.61
4;20;80;16;13.75;1.18;12807;6;0;41440;20333;18880;21440;20304.0;1073.95;1270;2038;58;4883;471.16;557.79;163360;80157;79584;81216;80456.0;750.64;5009;2038;62;2331;76.92;29.68
1;20;80;32;8.49;3.71;6403;7;0;41184;27292;24399;33152;27354.33;5021.24;852;1509;98;4957;713.64;714.96;163616;108426;103424;117376;108665.66;7595.28;3388;1509;94;928;111.82;22.3
2;20;80;32;9.28;2.01;6403;6;0;41184;25820;22592;30976;25920.0;4451.11;806;1595;96;8949;792.28;799.82;163616;102580;95232;107584;102784.0;6619.9;3205;1595;91;1345;109.42;25.08
3;20;80;32;9.59;1.33;6404;6;0;41184;27419;24207;33792;28999.5;6777.62;856;1502;87;5139;728.08;764.2;163616;108932;105005;120192;112598.5;10738.83;3404;1502;89;725;107.38;21.9
4;20;80;32;9.42;3.14;6404;7;0;41184;26935;23040;33344;27029.33;5531.59;841;1529;96;4888;718.41;732.44;163616;107008;97344;117952;107584.0;10304.6;3344;1529;99;1750;114.71;32.32
1;20;80;64;7.9;1.88;3203;6;0;42880;40300;36352;45312;40832.0;6335.68;629;1064;166;5152;867.93;870.69;161920;152180;151296;154496;152896.0;2262.74;2377;1064;150;790;183.9;24.12
2;20;80;64;9.4;2.44;3202;7;0;42880;37286;33341;42752;38046.5;6654.58;582;1150;163;4846;978.0;878.35;161920;140800;140544;143968;142256.0;2421.13;2200;1150;152;865;190.21;41.94
3;20;80;64;7.02;4.56;3203;6;0;42880;37581;33280;43520;38400.0;7240.77;587;1141;161;6914;957.84;854.08;161920;141910;142080;144128;143104.0;1448.15;2217;1141;155;835;190.97;37.86
4;20;80;64;7.88;1.88;3202;6;0;42880;40187;36224;45184;40704.0;6335.68;627;1067;163;5361;866.56;852.87;161920;151752;150528;153344;151936.0;1991.21;2371;1067;159;857;185.16;25.67
1;20;80;128;5.37;2.24;1604;6;0;46720;52201;51712;51712;51712.0;0.0;407;895;310;6773;1330.85;1101.67;158080;176625;186880;186880;186880.0;0.0;1379;895;296;1425;324.3;58.17
2;20;80;128;6.45;1.72;1603;6;0;46720;50182;50688;50688;50688.0;0.0;392;931;304;6235;1404.68;1031.8;158080;169795;179200;179200;179200.0;0.0;1326;931;288;1434;332.72;60.08
3;20;80;128;3.8;0.47;1603;7;0;46720;55355;56064;56064;56064.0;0.0;432;844;276;6168;1306.37;1083.89;158080;187298;195328;195328;195328.0;0.0;1463;844;272;1447;294.39;59.78
4;20;80;128;5.82;2.69;1602;6;0;46720;52259;52224;52224;52224.0;0.0;408;894;320;5520;1310.32;1049.58;158080;176823;189696;189696;189696.0;0.0;1381;894;300;1486;330.45;61.52
1;20;80;256;6.4;2.13;802;6;0;44800;59653;57856;57856;57856.0;0.0;233;751;618;6563;2018.54;1016.28;160000;213049;218112;218112;218112.0;0.0;832;751;534;2962;627.79;107.72
2;20;80;256;5.36;2.14;803;6;0;44800;59973;58368;58368;58368.0;0.0;234;747;620;6242;2032.14;1089.48;160000;214190;218624;218624;218624.0;0.0;836;747;493;2924;619.63;102.72
3;20;80;256;3.36;2.24;802;6;0;44800;62569;61952;61952;61952.0;0.0;244;716;599;6463;2019.01;1117.27;160000;223463;226816;226816;226816.0;0.0;872;716;546;2892;573.31;97.94
4;20;80;256;3.88;2.77;802;6;0;44800;61964;60928;60928;60928.0;0.0;242;723;614;6351;1989.08;1087.02;160000;221300;224768;224768;224768.0;0.0;864;723;505;2921;594.22;102.4
1;20;80;512;6.22;0.0;402;6;0;43008;66782;67584;67584;67584.0;0.0;130;644;1201;9044;3223.2;1531.64;161792;251229;246784;246784;246784.0;0.0;490;644;1070;1650;1171.86;36.06
2;20;80;512;6.42;1.93;403;6;0;43008;68923;72704;72704;72704.0;0.0;134;624;1197;8798;2912.44;1439.01;161792;259282;249856;249856;249856.0;0.0;506;624;1119;1712;1188.91;34.5
3;20;80;512;5.74;1.91;404;7;0;43008;68484;72704;72704;72704.0;0.0;133;628;1151;9660;3005.11;1607.85;161792;257630;254976;254976;254976.0;0.0;503;628;1095;1693;1178.88;41.0
4;20;80;512;5.79;1.93;402;6;0;43008;69033;72704;72704;72704.0;0.0;134;623;1210;9916;2914.56;1599.23;161792;259698;252928;252928;252928.0;0.0;507;623;1040;1677;1184.88;33.73
1;20;80;1024;2.9;2.17;204;6;0;49152;88882;89932;89932;89932.0;0.0;86;553;2133;10094;4548.19;1592.47;155648;281461;282059;282059;282059.0;0.0;274;553;2110;2721;2190.67;54.65
2;20;80;1024;4.35;1.45;203;6;0;49152;88882;90112;90112;90112.0;0.0;86;553;2101;7636;4600.58;1533.47;155648;281461;282624;282624;282624.0;0.0;274;553;2103;2669;2174.25;60.21
3;20;80;1024;4.36;0.73;202;6;0;49152;89043;90112;90112;90112.0;0.0;86;552;2122;8394;4555.85;1646.19;155648;281971;280576;280576;280576.0;0.0;275;552;2093;3021;2179.61;75.73
4;20;80;1024;4.37;0.73;202;6;0;49152;89367;91428;91428;91428.0;0.0;87;550;2147;6902;4488.35;1413.47;155648;282996;280380;280380;280380.0;0.0;276;550;2114;2667;2190.66;49.83
1;20;100;2;25.64;6.86;102403;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;61612;57712;64548;61460.67;2634.16;30806;3324;0;721;31.53;3.27
2;20;100;2;33.63;5.57;102404;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;59362;51228;62992;58798.67;4646.51;29681;3450;16;643;32.71;4.41
3;20;100;2;27.89;4.98;102402;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;56652;50860;63104;56423.43;5538.27;28326;3615;0;750;34.09;5.49
4;20;100;2;29.08;6.63;102408;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;59534;53728;63304;59929.33;3503.52;29767;3440;0;914;32.62;4.44
1;20;100;4;29.91;7.29;51205;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;95656;84304;106184;94452.0;10125.68;23914;2141;26;687;40.46;6.76
2;20;100;4;28.4;4.03;51203;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;108474;104088;111960;107909.34;3941.01;27118;1888;0;696;35.94;4.64
3;20;100;4;27.33;6.07;51203;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;111002;109432;112920;111712.0;1975.71;27750;1845;7;689;35.17;3.78
4;20;100;4;28.86;6.15;51204;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;108589;105552;108528;107498.66;1686.79;27147;1886;11;669;35.98;3.71
1;20;100;8;24.24;6.23;25604;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;177162;170736;181872;176304.0;7874.34;22145;1156;29;672;44.16;5.58
