#seq;rnd_rate;wrt_rate;io_size;sys_cpu;usr_cpu;cpu_ctx;cpu_minf;cpu_majf;r_io_bytes;r_bw;r_bw_min;r_bw_max;r_bw_mean;r_bw_dev;r_iops;r_runtime;r_min_lat;r_max_lat;r_mean_lat;r_stddev_lat;w_io_bytes;w_bw;w_bw_min;w_bw_max;w_bw_mean;w_bw_dev;w_iops;w_runtime;w_min_lat;w_max_lat;w_mean_lat;w_stddev_lat
3;40;100;64;15.08;3.28;3203;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;335188;337536;337536;337536.0;0.0;5237;611;161;810;185.28;31.94
4;40;100;64;15.41;2.57;3202;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;328205;331008;331008;331008.0;0.0;5128;624;155;862;187.1;33.93
1;40;100;128;6.48;3.24;1603;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;413737;0;0;0.0;0.0;3232;495;280;1503;305.93;77.43
2;40;100;128;9.5;1.58;1602;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;404743;405248;405248;405248.0;0.0;3162;506;296;1527;311.41;76.23
3;40;100;128;6.25;5.47;1602;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;399220;399616;399616;399616.0;0.0;3118;513;296;1498;314.98;73.96
4;40;100;128;7.89;3.16;1603;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;403149;403712;403712;403712.0;0.0;3149;508;298;1525;312.94;74.05
1;40;100;256;4.93;4.11;802;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;419672;0;0;0.0;0.0;1639;488;500;2937;604.51;231.92
2;40;100;256;6.45;3.23;804;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;412072;0;0;0.0;0.0;1609;497;551;2912;616.6;215.37
3;40;100;256;0.85;2.55;802;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;433898;0;0;0.0;0.0;1694;472;519;6214;587.53;369.65
4;40;100;256;8.18;0.0;802;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;417959;0;0;0.0;0.0;1632;490;453;2984;608.03;223.95
1;40;100;512;6.43;4.02;402;7;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;410420;0;0;0.0;0.0;801;499;1051;5878;1237.42;477.19
2;40;100;512;7.33;3.26;404;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;416260;0;0;0.0;0.0;813;492;1072;5921;1219.95;407.68
3;40;100;512;6.44;4.02;404;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;412072;0;0;0.0;0.0;804;497;1058;5948;1234.17;471.09
4;40;100;512;10.55;0.0;402;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;414574;0;0;0.0;0.0;809;494;1101;5902;1227.52;429.07
1;40;100;1024;4.48;1.79;203;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;458165;0;0;0.0;0.0;447;447;2113;6948;2224.22;459.56
2;40;100;1024;3.6;1.8;202;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;460224;0;0;0.0;0.0;449;445;2034;7616;2217.48;436.59
3;40;100;1024;2.56;1.71;202;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;435744;0;0;0.0;0.0;425;470;2096;11497;2340.02;936.19
4;40;100;1024;3.63;2.72;202;6;0;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0;204800;463348;0;0;0.0;0.0;452;442;2093;6798;2202.92;334.92
1;60;0;2;9.57;2.45;102404;5;0;204800;17632;16544;19432;17634.09;870.09;8816;11615;25;1403;111.09;18.18;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;2;8.09;2.11;102404;5;0;204800;18915;16688;19584;18990.48;778.16;9457;10827;25;5458;104.33;24.03;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;2;8.99;1.89;102403;5;0;204800;18624;16636;19904;18576.38;1367.86;9312;10996;25;1411;105.76;18.54;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;2;9.82;2.13;102414;5;0;204800;17895;16556;19076;17939.41;890.08;8947;11444;13;1381;109.68;18.02;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;4;10.83;1.96;51203;5;0;204800;34647;32016;36728;34515.64;1929.67;8661;5911;29;749;113.82;17.44;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;4;11.04;3.14;51204;5;0;204800;32115;31584;33800;32156.0;657.31;8028;6377;29;703;121.7;16.94;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;4;13.31;1.69;51204;5;0;204800;33241;31736;35136;33271.33;1087.99;8310;6161;31;952;118.29;17.1;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;4;11.23;2.79;51206;5;0;204800;32482;31712;35064;32515.33;1075.94;8120;6305;31;921;120.48;17.34;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;8;13.62;2.95;25604;6;0;204800;58082;57120;58816;58089.14;583.64;7260;3526;46;797;134.91;16.75;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;8;13.63;2.89;25603;5;0;204800;59139;58160;61984;59136.0;1414.2;7392;3463;40;773;132.78;17.24;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;8;6.47;2.66;25602;5;0;204800;64912;59088;66320;64874.67;2845.93;8114;3155;36;823;121.88;17.25;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;8;10.05;2.48;25604;5;0;204800;63503;59504;66688;63472.0;2695.17;7937;3225;38;710;124.44;17.53;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;16;6.11;0.68;12802;6;0;204800;115771;115392;116544;116064.0;599.52;7235;1769;51;952;137.18;17.67;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;16;13.88;2.21;12802;5;0;204800;102966;99968;106176;102634.66;3195.09;6435;1989;57;804;152.7;17.79;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;16;11.39;3.53;12802;5;0;204800;100490;99488;101408;100488.0;965.45;6280;2038;65;828;155.67;16.87;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;16;13.35;2.02;12804;6;0;204800;103486;100576;105600;102848.0;2546.16;6467;1979;62;776;151.65;17.53;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;32;9.69;3.55;6403;5;0;204800;165161;163840;167680;165760.0;2715.29;5161;1240;89;826;188.26;17.91;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;32;12.51;2.25;6403;5;0;204800;164102;162112;164224;163168.0;1493.41;5128;1248;96;1045;189.48;19.39;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;32;11.17;3.19;6403;5;0;204800;163317;161728;162176;161952.0;316.78;5103;1254;92;830;189.74;17.98;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;32;7.22;4.81;6403;6;0;204800;175793;174528;174848;174688.0;226.27;5493;1165;86;962;179.8;20.35;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;64;3.23;0.54;3202;5;0;204800;274899;276224;276224;276224.0;0.0;4295;745;138;922;231.49;21.33;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;64;8.11;3.82;3204;5;0;204800;244100;245888;245888;245888.0;0.0;3814;839;143;922;255.06;21.33;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;64;3.68;1.05;3203;5;0;204800;268766;266880;266880;266880.0;0.0;4199;762;141;864;236.28;22.34;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;64;3.66;1.57;3203;6;0;204800;267362;267008;267008;267008.0;0.0;4177;766;142;834;237.49;19.01;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;128;8.95;0.64;1603;5;0;204800;326634;329984;329984;329984.0;0.0;2551;627;282;1022;387.03;27.17;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;128;6.55;1.31;1603;5;0;204800;334640;337408;337408;337408.0;0.0;2614;612;277;1015;378.36;27.63;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;128;6.43;2.57;1602;5;0;204800;328731;328960;328960;328960.0;0.0;2568;623;276;1001;384.34;26.04;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;128;5.17;3.88;1603;5;0;204800;330322;331008;331008;331008.0;0.0;2580;620;280;967;383.32;24.93;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;256;4.85;0.0;802;5;0;204800;412903;0;0;0.0;0.0;1612;496;500;1405;616.54;39.98;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;256;4.05;0.81;802;5;0;204800;413737;0;0;0.0;0.0;1616;495;510;1360;614.83;36.34;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;256;4.71;1.57;803;5;0;204800;400782;401408;401408;401408.0;0.0;1565;511;524;1258;633.74;36.33;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;256;6.75;0.75;802;5;0;204800;383520;384512;384512;384512.0;0.0;1498;534;529;1174;663.58;35.14;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;512;5.69;1.63;403;6;0;204800;415415;0;0;0.0;0.0;811;493;1077;1712;1222.07;51.56;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;512;10.44;0.0;402;5;0;204800;410420;0;0;0.0;0.0;801;499;1113;1713;1237.63;50.46;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;512;7.32;0.0;402;5;0;204800;415415;0;0;0.0;0.0;811;493;1092;1776;1223.03;45.42;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;512;5.61;4.01;402;6;0;204800;409600;0;0;0.0;0.0;800;500;1093;2002;1240.46;66.12;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;0;1024;6.38;0.0;202;5;0;204800;465454;0;0;0.0;0.0;454;440;2069;2649;2191.45;61.35;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
2;60;0;1024;5.41;1.8;203;5;0;204800;460224;0;0;0.0;0.0;449;445;2080;2663;2212.97;64.48;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
3;60;0;1024;5.43;0.9;202;5;0;204800;462302;0;0;0.0;0.0;451;443;2070;3019;2205.9;77.68;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
4;60;0;1024;2.75;1.83;202;5;0;204800;468649;0;0;0.0;0.0;457;437;2045;2639;2175.75;68.44;0;0;0;0;0.0;0.0;0;0;0;0;0.0;0.0
1;60;20;2;14.28;4.14;102408;6;0;163524;13541;13012;14504;13544.29;329.15;6770;12076;27;6088;127.17;92.29;41276;3418;3132;3688;3422.29;150.29;1709;12076;28;3436;62.89;80.48
2;60;20;2;13.36;4.18;102413;7;0;163524;13892;12900;16104;13906.57;1015.07;6946;11771;27;7562;124.83;98.74;41276;3506;3172;4208;3516.26;277.36;1753;11771;29;2703;58.5;73.52
3;60;20;2;14.13;4.49;102410;7;0;163524;13589;12944;14940;13589.67;485.71;6794;12033;33;6888;126.83;90.5;41276;3430;3212;3728;3432.0;131.26;1715;12033;33;5049;62.04;81.26
4;60;20;2;12.46;3.71;102409;6;0;163524;14184;13176;15364;14186.43;611.59;7092;11528;28;5805;122.85;94.99;41276;3580;3253;3896;3582.39;195.24;1790;11528;19;5752;57.47;88.29
1;60;20;4;12.58;4.69;51205;6;0;163332;26614;25368;28400;26663.92;1058.0;6653;6137;30;11449;130.91;112.97;41468;6757;6088;7448;6753.17;435.46;1689;6137;31;2793;61.33;62.43
2;60;20;4;14.24;3.13;51210;6;0;163332;27158;25211;30696;27162.92;1855.81;6789;6014;30;6380;128.69;101.8;41468;6895;6176;7888;6894.5;517.21;1723;6014;27;1531;60.34;67.63
3;60;20;4;12.05;3.68;51205;6;0;163332;27340;25808;29272;27514.91;1235.74;6835;5974;29;5403;127.98;95.74;41468;6941;6384;7840;6970.91;449.1;1735;5974;33;3207;59.78;80.55
4;60;20;4;11.73;3.4;51209;6;0;163332;27208;25024;30095;27405.73;1780.8;6802;6003;29;8379;128.72;108.55;41468;6907;6320;7555;6941.36;377.8;1726;6003;8;3940;58.62;69.44
1;60;20;8;13.03;3.45;25602;6;0;163288;43953;42320;48800;44144.0;2191.63;5494;3715;36;4600;159.29;158.43;41512;11174;10592;11728;11140.57;426.5;1396;3715;38;1377;72.9;57.63
2;60;20;8;13.19;3.41;25607;6;0;163288;44871;42672;47248;44724.57;1440.29;5608;3639;37;4086;157.58;165.29;41512;11407;10496;12624;11314.29;824.04;1425;3639;41;3148;68.86;71.49
3;60;20;8;13.54;3.87;25605;7;0;163288;43871;42496;45248;43972.57;943.63;5483;3722;47;4140;159.69;160.43;41512;11153;10368;11936;11117.71;493.54;1394;3722;49;3810;74.56;85.96
4;60;20;8;12.26;4.69;25606;6;0;163288;43520;42064;46352;43565.71;1468.04;5440;3752;37;4257;160.69;157.57;41512;11063;10592;11536;11024.0;399.04;1382;3752;41;1362;73.32;54.21
1;60;20;16;7.42;2.93;12805;7;0;163616;70584;67040;78528;71200.0;5035.37;4411;2318;51;9246;205.22;279.05;41184;17767;17472;18816;18152.0;550.16;1110;2318;56;1057;75.58;37.23
2;60;20;16;9.78;4.07;12803;6;0;163616;66646;65120;70048;66584.0;2322.65;4165;2455;56;4377;212.65;246.16;41184;16775;15488;17632;16912.0;965.14;1048;2455;61;1170;89.41;42.03
3;60;20;16;11.93;3.38;12802;6;0;163616;65894;64128;70272;66056.0;2889.98;4118;2483;63;7867;215.73;261.03;41184;16586;15616;17312;16744.0;775.24;1036;2483;64;1267;90.04;40.07
4;60;20;16;9.91;2.97;12803;6;0;163616;67554;64064;75392;67960.0;5244.9;4222;2422;53;4873;210.91;256.9;41184;17004;16736;18208;17312.0;629.24;1062;2422;57;1113;87.28;42.1
1;60;20;32;9.14;2.72;6405;6;0;164224;101372;89408;116800;102037.34;13820.05;3167;1620;85;5437;280.73;349.32;40576;25046;24320;25984;25088.0;839.35;782;1620;92;401;121.81;31.34
2;60;20;32;11.18;2.43;6403;7;0;164224;99710;94656;110784;100820.34;8709.44;3115;1647;95;5434;283.32;328.35;40576;24636;24512;24960;24708.67;228.95;769;1647;100;328;127.72;28.8
3;60;20;32;7.8;2.44;6403;6;0;164224;100075;96256;110336;101162.66;7950.78;3127;1641;87;4609;282.98;333.47;40576;24726;24320;25664;24832.0;726.9;772;1641;93;1252;123.29;39.69
4;60;20;32;4.64;3.61;6404;7;0;164224;105678;93504;121984;105664.0;14688.66;3302;1554;82;5424;270.39;328.8;40576;26110;25408;26880;26197.33;741.77;815;1554;88;327;114.58;27.01
1;60;20;64;7.14;1.43;3204;7;0;167296;149105;144128;160319;152223.5;11448.77;2329;1122;159;4603;379.8;376.75;37504;33426;30720;36790;33755.0;4292.14;522;1122;173;619;192.31;33.49
2;60;20;64;7.84;2.73;3203;6;0;167296;142379;137216;152704;144960.0;10951.67;2224;1175;158;4763;399.93;399.35;37504;31918;29696;35072;32384.0;3801.41;498;1175;167;648;196.01;38.44
3;60;20;64;6.3;3.15;3203;7;0;167296;146365;141696;155776;148736.0;9956.06;2286;1143;160;4862;385.16;386.64;37504;32811;30336;35712;33024.0;3801.41;512;1143;150;621;197.73;35.21
4;60;20;64;4.68;1.44;3202;7;0;167296;150310;140288;166272;153280.0;18373.46;2348;1113;143;4804;382.69;435.25;37504;33696;29056;38784;33920.0;6878.73;526;1113;154;604;178.36;39.38
1;60;20;128;7.15;0.0;1604;6;0;166016;197638;201216;201216;201216.0;0.0;1544;840;282;4308;565.72;481.1;38784;46171;48640;48640;48640.0;0.0;360;840;297;680;324.63;31.75
2;60;20;128;5.69;0.95;1602;6;0;166016;196701;197376;197376;197376.0;0.0;1536;844;258;4902;569.68;502.25;38784;45952;47616;47616;47616.0;0.0;359;844;273;685;322.33;33.16
3;60;20;128;6.12;1.88;1602;6;0;166016;195312;201728;201728;201728.0;0.0;1525;850;282;4589;570.38;470.4;38784;45628;48640;48640;48640.0;0.0;356;850;303;689;337.23;36.1
4;60;20;128;5.35;1.46;1603;6;0;166016;201720;205157;205157;205157.0;0.0;1575;823;283;4873;553.51;460.41;38784;47125;49564;49564;49564.0;0.0;368;823;298;672;324.29;30.74
1;60;20;256;3.98;1.7;803;8;0;163840;232397;233984;233984;233984.0;0.0;907;705;528;4780;946.47;642.31;40960;58099;59392;59392;59392.0;0.0;226;705;563;1625;595.54;85.77
2;60;20;256;3.51;0.0;803;8;0;163840;239182;243712;243712;243712.0;0.0;934;685;501;5499;925.3;667.37;40960;59795;60416;60416;60416.0;0.0;233;685;527;1405;559.51;75.79
3;60;20;256;5.19;0.58;803;6;0;163840;235741;235008;235008;235008.0;0.0;920;695;528;5708;932.21;646.95;40960;58935;59392;59392;59392.0;0.0;230;695;551;1370;590.06;65.83
4;60;20;256;3.91;2.79;803;6;0;163840;228507;229888;229888;229888.0;0.0;892;717;537;5752;958.78;637.64;40960;57126;58368;58368;58368.0;0.0;223;717;565;1518;618.49;77.37
1;60;20;512;6.21;1.38;403;6;0;163328;281115;285696;285696;285696.0;0.0;549;581;1108;5567;1508.55;627.41;41472;71380;70656;70656;70656.0;0.0;139;581;1082;1247;1184.9;27.04
2;60;20;512;6.83;1.37;402;6;0;163328;278241;283648;283648;283648.0;0.0;543;587;1126;5129;1525.01;659.66;41472;70650;68608;68608;68608.0;0.0;137;587;1102;1272;1192.49;28.1
3;60;20;512;4.75;1.36;403;6;0;163328;276827;281600;281600;281600.0;0.0;540;590;1114;7187;1541.65;713.97;41472;70291;67584;67584;67584.0;0.0;137;590;1088;1252;1173.48;35.2
4;60;20;512;5.49;1.37;402;6;0;163328;279671;284672;284672;284672.0;0.0;546;584;1111;5117;1517.66;656.57;41472;71013;69632;69632;69632.0;0.0;138;584;1036;1261;1182.99;28.51
1;60;20;1024;5.51;0.79;202;6;0;166912;327921;330454;330454;330454.0;0.0;320;509;2081;6157;2579.61;817.6;37888;74436;71394;71394;71394.0;0.0;72;509;2146;6794;2342.27;752.9
2;60;20;1024;3.97;1.59;202;6;0;166912;330518;333824;333824;333824.0;0.0;322;505;2079;8298;2561.62;897.74;37888;75025;71680;71680;71680.0;0.0;73;505;2106;6862;2318.68;768.95
3;60;20;1024;4.71;1.57;202;7;0;166912;326637;329069;329069;329069.0;0.0;318;511;2078;7783;2589.37;899.06;37888;74144;71536;71536;71536.0;0.0;72;511;2159;6953;2343.43;779.63
4;60;20;1024;4.71;0.78;202;6;0;166912;326637;329069;329069;329069.0;0.0;318;511;2093;8330;2591.15;935.9;37888;74144;71536;71536;71536.0;0.0;72;511;2150;6827;2341.65;758.47
1;60;40;2;12.48;3.32;102415;6;0;122608;11988;10604;13836;11990.3;1170.32;5994;10227;25;5295;130.3;145.71;82192;8036;7204;9424;8040.2;786.24;4018;10227;0;9218;48.63;86.42
2;60;40;2;15.36;5.18;102408;6;0;122608;10945;10504;11672;10954.14;356.38;5472;11202;34;7466;137.33;138.18;82192;7337;7008;8088;7345.45;250.21;3668;11202;20;8295;58.29;81.42
3;60;40;2;14.6;4.83;102412;6;0;122608;11127;10276;13064;11130.32;662.91;5563;11018;27;6401;136.21;141.28;82192;7459;6972;8568;7460.91;400.47;3729;11018;0;5501;56.16;77.0
4;60;40;2;15.06;4.67;102409;6;0;122608;10914;10396;12348;10911.95;496.68;5457;11233;29;10762;137.78;143.66;82192;7317;6794;8008;7320.55;307.94;3658;11233;27;8137;58.42;84.12
1;60;40;4;14.28;4.21;51205;6;0;122888;21183;20143;23176;21235.54;871.67;5295;5801;34;7673;142.68;145.79;81912;14120;13248;15224;14154.55;618.01;3530;5801;15;3692;60.72;63.5
2;60;40;4;15.94;3.9;51209;7;0;122888;20660;20048;21240;20733.27;414.5;5165;5948;40;4501;144.32;138.7;81912;13771;13128;14328;13837.36;398.24;3442;5948;35;5748;63.69;67.89
3;60;40;4;15.44;4.42;51210;6;0;122888;21563;20263;22736;21555.91;905.62;5390;5699;37;4313;141.39;143.6;81912;14373;13556;15216;14369.36;561.73;3593;5699;17;5510;58.91;73.52
4;60;40;4;14.3;4.15;51206;6;0;122888;21631;20056;23640;21639.0;951.33;5407;5681;33;6351;140.88;143.98;81912;14418;13240;15280;14427.36;639.83;3604;5681;24;3549;58.32;62.92
1;60;40;8;10.55;3.03;25605;7;0;123272;34588;31968;38032;34624.0;2371.11;4323;3564;38;5650;186.29;251.44;81528;22875;20880;26384;22912.0;1916.84;2859;3564;31;1437;61.64;54.13
2;60;40;8;12.54;4.22;25605;6;0;123272;33298;32336;34592;33389.14;830.28;4162;3702;47;4776;189.62;237.95;81528;22022;20896;23504;22009.86;937.52;2752;3702;45;1350;68.09;46.46
3;60;40;8;11.66;1.94;25603;6;0;123272;35230;32912;38307;35859.17;2110.74;4403;3499;38;4982;183.09;247.32;81528;23300;22128;24223;23570.5;758.47;2912;3499;34;1575;60.63;64.82
4;60;40;8;15.39;3.34;25606;6;0;123272;33164;31696;34400;33206.29;990.89;4145;3717;48;4162;188.8;239.17;81528;21933;21184;22544;21897.71;411.44;2741;3717;49;1482;70.77;50.21
1;60;40;16;11.45;3.67;12804;6;0;123616;47181;44128;51424;47027.2;2842.48;2948;2620;65;4149;276.4;353.8;81184;30986;29696;32192;31251.2;1033.6;1936;2620;64;1358;86.6;43.94
2;60;40;16;10.8;2.78;12804;6;0;123616;47654;45280;51872;47513.8;2620.5;2978;2594;64;4131;272.85;347.13;81184;31296;30336;32576;31526.6;966.72;1956;2594;56;1377;86.24;39.66
3;60;40;16;11.64;1.81;12802;6;0;123616;46700;43520;49920;46656.0;2406.18;2918;2647;59;4578;281.33;365.71;81184;30670;30208;31648;30937.6;599.69;1916;2647;60;3678;85.04;59.66
4;60;40;16;8.82;3.15;12804;6;0;123616;48629;44135;57824;48628.6;5366.32;3039;2542;52;5384;272.01;378.21;81184;31937;30432;35904;32045.4;2313.96;1996;2542;53;1393;80.27;42.08
1;60;40;32;7.63;2.97;6402;6;0;124704;66015;60352;73856;68032.0;6940.68;2062;1889;89;4647;400.4;487.9;80096;42401;38976;47104;43520.0;4148.17;1325;1889;91;565;122.92;27.09
2;60;40;32;9.86;1.23;6405;6;0;124704;64016;59008;71488;65728.0;6295.14;2000;1948;90;4934;411.21;489.69;80096;41117;39104;44800;42133.33;2865.27;1284;1948;95;510;125.15;22.86
3;60;40;32;6.07;3.69;6404;6;0;124704;67553;62083;75904;68950.34;6910.9;2111;1846;93;5000;386.57;455.46;80096;43388;40622;48000;44324.67;3689.08;1355;1846;90;330;120.89;18.98
4;60;40;32;8.03;2.17;6403;6;0;124704;67663;60800;73964;68788.0;7018.06;2114;1843;92;4771;390.96;476.36;80096;43459;39424;47201;44246.67;4211.7;1358;1843;94;1243;118.27;33.33
1;60;40;64;5.67;3.15;3202;7;0;126272;99426;96319;106624;101471.5;7286.74;1553;1270;165;4852;512.67;559.0;78528;61833;62850;63744;63297.0;632.15;966;1270;163;526;193.82;24.84
2;60;40;64;9.08;0.94;3203;7;0;126272;98727;92928;112512;102720.0;13847.98;1542;1279;146;4494;525.16;533.16;78528;61397;60800;67712;64256.0;4887.52;959;1279;155;534;187.71;40.52
3;60;40;64;8.81;4.26;3202;6;0;126272;89681;84822;101760;93291.0;11976.97;1401;1408;160;5018;576.67;582.11;78528;55772;56335;60160;58247.5;2704.68;871;1408;155;584;206.19;45.96
4;60;40;64;5.71;1.9;3203;6;0;126272;99977;96128;106112;101120.0;7059.75;1562;1263;149;4545;520.48;562.96;78528;62175;63104;63488;63296.0;271.53;971;1263;149;527;183.14;33.39
1;60;40;128;3.74;1.87;1603;6;0;126848;148014;148950;148950;148950.0;0.0;1156;857;280;5827;665.06;667.8;77952;90959;92231;92231;92231.0;0.0;710;857;281;1384;316.87;54.07
2;60;40;128;8.23;0.0;1603;7;0;126848;137132;141824;141824;141824.0;0.0;1071;925;284;5479;713.51;655.56;77952;84272;87296;87296;87296.0;0.0;658;925;303;1520;345.25;60.88
3;60;40;128;3.68;0.0;1602;6;0;126848;145634;148224;148224;148224.0;0.0;1137;871;257;6421;691.49;727.81;77952;89497;91648;91648;91648.0;0.0;699;871;271;1383;297.25;58.75
4;60;40;128;7.57;1.34;1602;7;0;126848;141098;144573;144573;144573.0;0.0;1102;899;290;6568;684.53;679.1;77952;86709;90007;90007;90007.0;0.0;677;899;301;1435;349.19;56.8
1;60;40;256;3.13;3.65;803;6;0;126976;165333;171008;171008;171008.0;0.0;645;768;530;6320;1168.8;843.41;77824;101333;107520;107520;107520.0;0.0;395;768;553;2842;605.69;133.67
2;60;40;256;6.06;0.0;803;7;0;126976;174657;179712;179712;179712.0;0.0;682;727;527;6952;1088.38;767.43;77824;107048;109568;109568;109568.0;0.0;418;727;549;2945;601.32;140.41
3;60;40;256;3.39;0.0;802;6;0;126976;178839;187904;187904;187904.0;0.0;698;710;493;4468;1080.7;767.81;77824;109611;114176;114176;114176.0;0.0;428;710;518;2904;563.47;139.82
4;60;40;256;5.89;0.0;802;6;0;126976;169754;176640;176640;176640.0;0.0;663;748;524;5806;1135.03;883.25;77824;104042;108032;108032;108032.0;0.0;406;748;549;2840;595.6;132.99
1;60;40;512;3.22;3.22;403;6;0;126976;203813;214016;214016;214016.0;0.0;398;623;1127;5141;1788.19;929.29;77824;124918;120832;120832;120832.0;0.0;243;623;1059;1236;1158.6;27.67
2;60;40;512;5.75;2.56;403;6;0;126976;202513;210944;210944;210944.0;0.0;395;627;1084;6234;1783.73;889.87;77824;124121;118784;118784;118784.0;0.0;242;627;1037;1273;1190.02;26.91
3;60;40;512;5.76;0.64;402;7;0;126976;202837;210944;210944;210944.0;0.0;396;626;1123;5573;1781.02;869.33;77824;124319;118784;118784;118784.0;0.0;242;626;1098;1245;1185.05;18.78
4;60;40;512;8.16;0.0;403;6;0;126976;199021;209500;209500;209500.0;0.0;388;638;1129;6298;1826.94;887.4;77824;121981;115481;115481;115481.0;0.0;238;638;1083;1249;1189.0;22.3
1;60;40;1024;4.32;1.44;202;6;0;133120;239424;230962;230962;230962.0;0.0;233;556;2134;7469;3072.94;1266.04;71680;128920;132854;132854;132854.0;0.0;125;556;2138;2308;2207.46;33.02
2;60;40;1024;4.32;1.44;202;7;0;133120;239424;231424;231424;231424.0;0.0;233;556;2088;9381;3076.78;1329.84;71680;128920;133120;133120;133120.0;0.0;125;556;2138;2305;2197.61;32.26
3;60;40;1024;0.0;3.65;202;6;0;133120;242477;237093;237093;237093.0;0.0;236;549;2046;8276;3039.32;1278.6;71680;130564;134898;134898;134898.0;0.0;127;549;2100;2513;2175.01;59.8
4;60;40;1024;4.4;1.47;202;6;0;133120;243809;238661;238661;238661.0;0.0;238;546;2041;7399;3000.86;1182.29;71680;131282;134629;134629;134629.0;0.0;128;546;2134;2273;2196.79;31.04
1;60;60;2;16.08;3.73;102409;6;0;82360;8735;7868;9984;8774.44;724.18;4367;9428;26;4802;147.89;178.75;122440;12986;11944;14936;13058.39;1112.68;6493;9428;9;4871;49.75;63.62
